Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Cyient,532175,CYIENT,IT - Services,IT Enabled Services,1092.90,35.21,12142.36,7328.40,1018.90,13.90,15.47,21.53,2.18,3.94,8.87,0.08,12.81,2894.00,164.80,1171.20,404.10,596.80,7.96,2.79,-3.81,0.49,40.90
Deepak Fertilis.,500645,DEEPAKFERT,Chemicals & Petrochemicals,Commodity Chemicals,1209.00,34.74,15262.15,10910.95,1942.77,17.81,18.73,15.51,2.34,1.40,7.47,0.68,15.56,1643.01,112.96,1713.47,2332.01,1740.03,8.42,0.34,-0.31,2.71,32.03
Dr Reddy's Labs,500124,DRREDDY,Pharmaceuticals & Biotechnology,Pharmaceuticals,1265.80,49.97,105647.51,34310.00,8454.40,24.64,26.18,18.30,2.93,0.48,12.95,0.16,17.96,12851.70,1302.70,9775.40,3532.30,7582.20,7.17,1.26,-0.64,0.75,9.97
Elecon Engg.Co,505700,ELECON,Electrical Equipment,Heavy Electrical Equipment,470.20,36.44,10551.28,2395.16,593.85,24.79,24.38,23.49,4.70,0.56,17.05,0.11,22.96,1254.48,163.56,511.07,210.45,272.19,5.64,0.33,-1.30,0.44,34.38
Engineers India,532178,ENGINERSIN,Construction,Civil Construction,199.50,52.00,11212.75,3566.47,590.69,16.56,16.66,20.86,4.14,0.34,11.39,0.01,23.17,460.76,147.65,499.99,586.19,0.64,6.99,-0.56,-0.13,0.03,21.90
Finolex Cables,500144,FINCABLES,Industrial Products,Cables - Electricals,731.80,38.15,11192.10,5548.00,569.28,10.26,9.69,18.61,2.33,1.78,11.25,0.00,12.39,3425.83,263.43,228.66,268.30,794.03,7.00,0.31,-0.77,0.03,38.50
Five-Star Bus.Fi,543663,FIVESTAR,Finance,Non Banking Financial Company (NBFC),539.90,33.76,15901.87,3065.77,2198.93,71.73,74.26,14.39,2.34,0.43,8.22,1.23,18.65,2095.00,22.74,0.00,29.12,0.00,9.92,2.68,-2.33,3.83,36.52
Gallantt Ispat L,532726,GALLANTT,Industrial Products,Iron & Steel Products,527.50,36.13,12727.57,4331.00,760.61,17.56,16.18,25.83,4.10,0.82,11.96,0.21,15.11,1105.58,32.43,132.12,0.00,470.11,5.09,0.06,0.14,0.98,34.25
GE Shipping Co,500620,GESHIP,Transport Services,Shipping,1102.20,50.91,15735.80,4903.16,2483.47,50.65,50.30,8.82,1.03,0.19,10.90,0.08,14.09,8111.23,689.51,429.16,297.08,267.73,17.96,0.73,0.24,0.60,6.65
Glenmark Pharma.,532296,GLENMARK,Pharmaceuticals & Biotechnology,Pharmaceuticals,2029.80,62.78,57281.12,15955.06,4101.31,25.71,17.65,22.78,5.98,3.64,8.69,0.13,15.79,4493.72,-1811.28,3773.12,2951.33,3280.72,6.90,0.97,0.11,0.32,11.21
Godawari Power,532734,GPIL,Industrial Products,Iron & Steel Products,263.53,63.21,17651.12,5396.61,1123.69,20.82,22.23,23.74,3.37,-1.44,13.86,0.04,17.23,1513.51,101.13,98.78,304.89,862.45,6.19,-0.24,0.12,0.18,9.13
Gujarat Gas,539336,GUJGASLTD,Gas,LPG/CNG/PNG/LNG Supplier,391.45,44.37,26947.03,15906.19,1797.08,11.30,11.57,24.14,3.10,-6.35,9.49,0.02,14.25,179.17,265.07,954.56,647.91,60.84,5.85,-0.03,-0.16,0.10,24.42
H U D C O,540530,HUDCO,Finance,Financial Institution,223.99,53.78,44840.56,11761.56,11460.76,97.44,100.45,16.00,2.49,0.97,2.44,7.03,15.67,-15.68,59.98,1.91,0.00,0.00,6.71,0.66,-0.02,11.02,11.92
HCL Technologies,532281,HCLTECH,IT - Software,Computers - Software & Consulting,1615.20,43.66,438311.19,122427.00,25922.00,21.17,21.79,25.82,6.15,2.95,16.95,0.10,25.00,37284.00,1797.00,20169.00,6721.00,160.00,5.58,1.63,-1.92,0.29,19.73
HDB FINANC SER,544429,HDBFS,Finance,Non Banking Financial Company (NBFC),759.15,52.91,63012.35,17420.50,9794.90,56.23,58.62,29.28,3.26,1.01,2.16,4.68,14.72,-2222.70,0.00,252.10,220.10,0.00,6.30,5.77,-0.94,9.44,14.88
Hero Motocorp,500182,HEROMOTOCO,Automobiles,2/3 Wheelers,5711.00,43.29,114266.61,42175.84,6035.64,14.31,14.15,21.63,5.44,0.91,15.62,0.03,23.06,8723.11,1831.42,4252.77,7620.41,2629.42,6.14,-1.45,1.71,0.10,10.63
Home First Finan,543259,HOMEFIRST,Finance,Housing Finance Company,1103.90,38.99,11472.08,1751.54,1394.24,79.60,80.29,25.34,2.85,0.94,3.51,2.40,16.46,1400.30,6.41,6.46,15.92,0.00,6.98,6.95,2.80,6.98,27.33
I O B,532388,IOB,Banks,Public Sector Bank,35.80,46.18,68938.59,29979.65,18570.68,61.94,59.02,16.17,1.98,0.65,0.89,11.07,11.02,24922.19,5725.00,0.00,0.00,0.00,5.60,1.88,0.27,15.87,34.36
IDBI Bank,500116,IDBI,Banks,Private Sector Bank,101.32,57.91,108943.34,28937.85,20399.04,70.49,70.28,11.73,1.60,0.26,1.97,4.81,13.55,30305.60,6543.01,0.00,0.00,0.00,6.47,-0.04,-0.07,12.16,5.30
IIFL Capital,542773,IIFLCAPS,Capital Markets,Stockbroking & Allied,350.20,64.44,10886.59,2309.18,865.20,37.47,44.24,18.61,3.87,0.59,8.57,0.62,31.58,2076.38,138.55,75.09,7.22,0.00,11.02,0.12,-0.31,1.85,9.52
Indiamart Inter.,542726,INDIAMART,Retailing,Internet & Catalogue Retail,2246.90,45.33,13500.98,1472.50,479.20,32.54,34.12,25.10,6.31,1.19,13.93,0.01,26.92,1578.10,256.30,4.40,36.40,0.00,5.22,-2.30,2.32,0.04,19.72
Indian Bank,532814,INDIANB,Banks,Public Sector Bank,809.00,52.34,108969.39,64543.17,44355.43,68.72,68.06,9.25,1.42,0.23,1.35,10.65,17.09,43625.03,9828.83,0.00,0.00,0.00,6.13,0.57,0.14,14.91,9.97
Indian Energy Ex,540750,IEX,Capital Markets,Exchange and Data Platform,132.01,32.01,11771.24,564.80,480.69,85.11,85.01,26.17,9.81,2.15,21.23,0.00,40.53,849.10,136.54,0.84,10.90,0.00,5.09,2.31,-5.33,0.01,38.71
Indian Renewable,544026,IREDA,Finance,Financial Institution,136.86,46.40,38447.14,7606.77,6753.23,88.78,93.03,22.32,2.98,0.57,2.39,5.41,18.05,-1147.39,23.92,5.22,4.91,0.00,6.27,-0.38,-0.12,10.38,41.60
Indraprastha Gas,532514,IGL,Gas,LPG/CNG/PNG/LNG Supplier,191.38,44.35,26793.23,15643.80,1806.61,11.55,13.36,16.78,2.39,3.77,11.10,0.01,16.39,894.60,713.67,854.11,1130.48,58.49,8.36,0.09,0.39,0.05,16.50
Infosys,500209,INFY,IT - Software,Computers - Software & Consulting,1621.60,54.32,657504.95,169458.00,40467.00,23.88,24.07,23.38,6.52,3.62,18.62,0.08,28.83,59369.00,4073.00,33968.00,3839.00,0.00,6.26,2.11,-2.34,0.22,18.22
ITC,500875,ITC,Diversified FMCG,Diversified FMCG,400.60,44.03,501910.13,78551.59,26392.45,33.60,34.30,24.88,7.06,2.73,22.16,0.01,27.32,31741.61,17684.49,6503.38,5157.96,18762.59,5.51,0.50,-0.59,0.01,15.04
J & K Bank,532209,J&KBANK,Banks,Private Sector Bank,99.26,41.51,10930.34,12985.51,8892.98,68.48,69.38,5.23,0.73,0.09,1.28,10.34,15.77,17797.09,1058.33,0.00,0.00,0.00,6.28,-0.11,-0.16,15.52,15.34
Jindal Saw,500378,JINDALSAW,Industrial Products,Iron & Steel Products,164.77,48.28,10537.18,18636.17,2796.81,15.01,16.58,7.67,0.87,0.12,7.13,0.43,16.31,3482.24,125.62,3073.75,2125.19,5528.69,14.88,-0.42,0.23,2.25,43.05
Kirloskar Oil,533293,KIRLOSENG,Industrial Products,"Compressors, Pumps & Diesel Engines",1224.30,55.79,17792.93,6915.20,1275.61,18.45,18.66,36.55,5.27,0.95,4.59,1.64,15.40,859.10,99.04,815.74,1002.69,849.68,5.34,0.79,-0.13,4.64,7.89
Knowledge Realty,544481,KRT,Realty,Real Estate Investment Trusts (REITs),122.77,49.77,54441.12,3930.10,3100.08,78.88,78.88,171.20,1.20,,1.29,0.07,13.98,264.49,-157.27,0.00,7.00,0.00,5.07,,,1.03,5.19
L T Foods,532783,LTFOODS,Agricultural Food & other Products,Other Agricultural Products,382.25,36.70,13273.74,9732.83,1082.95,11.13,11.27,20.87,3.17,0.76,9.06,0.43,16.70,2622.59,104.75,846.20,810.83,3538.72,6.75,1.12,-0.03,1.85,26.28
LIC Housing Fin.,500253,LICHSGFIN,Finance,Housing Finance Company,537.60,45.70,29571.39,28804.92,27033.67,93.85,94.28,5.36,0.77,0.16,1.80,7.08,16.05,-2129.25,1.37,3.97,66.28,0.00,8.93,-0.06,-0.08,10.13,16.86
Lupin,500257,LUPIN,Pharmaceuticals & Biotechnology,Pharmaceuticals,2080.40,50.10,95032.42,24750.69,6745.64,27.25,23.24,21.97,4.84,0.37,12.41,0.32,20.62,9445.32,279.70,6290.15,3407.15,5954.96,5.85,1.01,-0.75,1.08,13.44
Mahanagar Gas,539957,MGL,Gas,LPG/CNG/PNG/LNG Supplier,1111.30,35.12,10977.17,7753.14,1531.45,19.75,21.81,11.08,1.77,0.62,12.67,0.03,17.72,144.71,153.50,486.48,389.89,60.70,12.03,0.37,-1.89,0.16,29.97
Motil.Oswal.Fin.,532892,MOTILALOFS,Capital Markets,Stockbroking & Allied,839.10,38.24,50411.58,7769.82,3900.66,50.20,54.51,24.90,3.91,1.03,7.64,1.22,25.25,3947.62,61.82,1706.74,15.89,0.00,6.62,0.40,0.23,4.07,23.52
Natco Pharma,524816,NATCOPHARM,Pharmaceuticals & Biotechnology,Pharmaceuticals,897.25,49.98,16070.63,4387.70,1737.10,39.59,49.58,10.44,1.86,0.07,24.23,0.03,28.00,5266.70,404.30,1718.90,512.60,818.00,13.83,0.06,-1.43,0.14,36.81
Nava,513023,NAVA,Power,Power Generation,559.25,50.08,15826.85,4017.64,1735.07,43.19,46.07,17.10,1.95,0.71,13.70,0.20,15.03,3931.02,134.34,943.89,128.62,687.52,9.66,0.06,0.12,1.06,23.94
NLC India,513683,NLCINDIA,Power,Power Generation,253.46,58.17,35145.69,16251.48,4230.82,26.03,30.98,13.45,1.76,0.27,4.68,1.22,14.47,-1774.41,2301.46,2990.61,1818.42,1944.26,7.50,-0.39,0.30,5.53,13.30
NTPC,532555,NTPC,Power,Power Generation,324.90,51.46,315044.68,186754.31,53490.38,28.64,28.91,13.26,1.64,1.58,4.26,1.33,12.13,-13789.34,11139.02,31750.32,10231.93,16854.12,8.23,0.01,0.31,5.51,12.53
Nuvama Wealth,543988,NUVAMA,Capital Markets,Stockbroking & Allied,1451.50,49.99,26389.17,4411.52,2361.48,53.53,53.34,25.73,6.91,0.49,4.04,2.37,30.87,5745.99,21.24,836.94,1909.55,0.00,10.68,1.24,-0.84,3.94,14.72
O N G C,500312,ONGC,Oil,Oil Exploration & Production,234.68,39.48,295233.99,657927.61,98563.11,14.98,14.52,8.06,0.80,-0.98,5.15,0.48,10.63,-20933.20,11878.24,21037.36,38229.06,55460.72,17.31,0.11,-0.10,2.40,14.19
Oberoi Realty,533273,OBEROIRLTY,Realty,"Residential, Commercial Projects",1646.20,46.72,59856.20,5327.81,3014.84,56.59,58.70,26.80,3.58,0.96,10.23,0.18,14.67,12364.24,285.90,244.39,517.78,9606.36,5.20,3.05,-3.30,0.95,29.74
Oil India,533106,OIL,Oil,Oil Exploration & Production,411.45,51.63,66926.78,33468.01,9784.51,29.24,35.19,11.20,1.19,2.00,7.08,0.64,13.26,7670.00,2385.41,3610.81,1925.03,4722.94,10.39,0.80,-0.60,3.69,16.80
Oracle Fin.Serv.,532466,OFSS,IT - Software,Software Products,7626.50,33.39,66363.44,7072.50,3080.10,43.55,44.93,27.96,9.00,3.50,24.01,0.00,29.34,5830.60,290.40,1431.40,68.70,0.00,5.37,-0.05,0.11,0.01,40.79
Paradeep Phosph.,543530,PARADEEP,Fertilizers & Agrochemicals,Fertilizers,165.15,57.88,17142.06,18974.64,1920.21,10.12,9.20,17.54,2.09,1.72,5.19,0.87,14.14,1306.36,153.11,4023.97,4918.56,4821.43,7.83,-3.62,1.04,3.17,29.54
PCBL Chemical,506590,PCBL,Chemicals & Petrochemicals,Carbon Black,285.40,18.01,11229.42,8375.11,1200.21,14.33,15.91,32.16,2.78,29.24,3.76,1.36,12.46,-501.60,48.19,1756.89,1672.04,1071.59,5.49,0.45,0.28,5.91,39.46
Petronet LNG,532522,PETRONET,Gas,LPG/CNG/PNG/LNG Supplier,279.75,57.69,41962.50,47431.60,5035.24,10.62,10.84,11.44,1.99,2.44,14.92,0.12,21.16,12090.29,843.92,2494.88,1838.76,1277.29,15.25,0.79,-1.01,0.50,19.92
PNB Housing,540173,PNBHOUSING,Finance,Housing Finance Company,944.90,57.49,24615.45,8184.49,7690.21,93.96,92.72,11.21,1.37,0.34,2.52,3.62,12.27,781.46,27.79,31.03,22.83,0.00,8.82,2.69,-5.57,8.51,17.25
Power Fin.Corpn.,532810,PFC,Finance,Financial Institution,349.35,45.02,115289.05,113492.35,109205.64,96.22,96.42,4.66,0.91,0.26,2.75,7.88,21.01,18683.87,145.09,293.09,193.17,0.00,9.88,-0.07,0.18,9.16,26.43
Power Grid Corpn,532898,POWERGRID,Power,Power - Transmission,260.35,37.93,242141.22,46180.55,37884.28,82.04,84.81,15.93,2.45,5.75,5.91,1.37,17.00,-3892.53,2090.92,9766.44,661.04,1883.52,7.37,0.84,-0.84,5.00,19.15
Ratnamani Metals,520111,RATNAMANI,Industrial Products,Iron & Steel Products,2305.80,40.97,16161.81,5374.76,905.36,16.84,15.88,26.65,4.17,1.41,12.11,0.06,16.01,2182.63,85.00,924.46,325.39,1220.41,5.33,-0.39,-0.13,0.28,29.11
REC Ltd,532955,RECLTD,Finance,Financial Institution,351.40,50.35,92531.49,59513.92,57456.60,96.54,96.18,5.36,1.11,0.32,2.73,6.18,21.51,12770.98,126.06,264.89,2.75,0.00,9.55,0.35,-1.19,8.97,35.49
Rites,541556,RITES,Construction,Civil Construction,237.27,50.99,11403.29,2229.67,546.71,24.52,24.48,27.74,4.33,-3.00,7.19,0.00,14.66,1683.54,129.85,901.51,265.57,86.91,7.35,0.02,0.04,0.01,24.95
S C I,523598,SCI,Transport Services,Shipping,228.47,51.63,10642.13,5295.70,1617.45,30.54,31.49,13.24,1.25,-13.51,7.02,0.33,10.53,2033.73,401.74,1216.72,862.24,153.16,7.99,0.01,0.35,2.77,18.55
Sarda Energy,504614,SARDAEN,Ferrous Metals,Iron & Steel,516.70,53.06,18207.54,5718.87,1768.53,30.92,26.65,17.12,2.60,-3.22,8.51,0.38,13.44,3061.27,193.92,305.74,207.61,684.61,8.03,-0.94,0.31,1.64,19.26
SBFC Finance,543959,SBFC,Finance,Non Banking Financial Company (NBFC),104.71,44.50,11481.16,1492.95,1021.28,68.41,68.63,29.25,3.33,0.39,4.41,1.80,11.58,354.36,1.02,30.88,13.70,0.00,5.84,1.22,-0.11,6.16,14.87
Sun TV Network,532733,SUNTV,Entertainment,TV Broadcasting & Software Production,575.20,57.65,22667.75,4359.52,2229.72,51.15,53.03,13.66,1.84,3.57,14.47,0.01,15.69,7059.03,659.63,1466.40,424.29,0.00,9.74,-0.16,-0.20,0.07,18.06
Sundaram Finance,590071,SUNDARMFIN,Finance,Non Banking Financial Company (NBFC),5134.90,65.37,57050.72,9183.93,7280.77,79.28,80.42,28.93,3.77,1.73,2.66,4.35,15.27,1114.11,77.42,89.17,191.66,0.00,5.88,-0.45,0.25,9.24,5.24
Tata Capital,544574,TATACAP,Finance,Non Banking Financial Company (NBFC),336.65,60.17,142903.52,28323.85,20292.20,71.64,71.64,38.83,,1.27,1.72,5.88,12.92,1922.56,46.02,130.76,1624.34,0.00,5.66,,,10.70,5.17
Tata Power Co.,500400,TATAPOWER,Power,Integrated Power Utilities,374.35,37.84,119617.54,66066.92,13014.41,19.70,18.58,29.60,3.17,1.44,3.05,1.86,10.97,-11313.90,2802.54,6798.91,7209.85,5251.53,6.28,0.39,0.14,6.19,10.18
TCS,532540,TCS,IT - Software,Computers - Software & Consulting,3246.80,55.30,1174720.66,257688.00,68867.00,26.72,26.40,23.36,11.04,2.85,32.07,0.10,52.38,79215.00,3663.00,54182.00,14246.00,26.00,5.82,0.69,-1.15,0.16,24.89
Torrent Power,532779,TORNTPOWER,Power,Integrated Power Utilities,1266.60,44.13,63824.42,28738.09,5231.02,18.20,18.25,21.34,3.39,0.44,8.28,0.55,19.03,2117.26,468.80,3440.93,2281.23,778.98,5.62,0.75,-0.97,2.51,22.77
TVS Holdings,520056,TVSHLTD,Finance,Investment Company,13506.00,32.80,27325.48,50450.82,7970.31,15.80,15.21,18.97,4.95,0.52,4.78,6.25,30.20,-1080.43,64.53,2216.37,9263.55,2544.80,11.97,-0.15,0.17,5.09,17.13
Ujjivan Small,542904,UJJIVANSFB,Banks,Other Bank,51.91,42.70,10062.56,6465.58,2517.15,38.93,46.40,24.13,1.61,0.43,1.65,6.77,12.42,2594.80,947.20,0.00,0.00,0.00,6.95,3.31,-2.50,12.17,7.80
Union Bank (I),532477,UNIONBANK,Banks,Public Sector Bank,151.65,50.51,115763.63,109143.51,73474.88,67.32,67.96,6.26,0.92,0.12,1.24,10.38,17.05,112599.00,21257.19,0.00,0.00,0.00,6.96,-0.23,0.16,13.79,5.31
UTI AMC,543238,UTIAMC,Capital Markets,Asset Management Company,1103.10,36.57,14176.73,1758.93,919.11,52.25,59.52,24.11,3.23,2.18,14.79,0.00,16.28,147.23,7.48,104.18,55.43,0.00,6.39,0.24,-0.08,0.00,26.21
Welspun Corp,532144,WELCORP,Industrial Products,Iron & Steel Products,790.05,40.03,20840.78,15463.58,2010.74,13.00,12.05,11.75,2.54,0.29,8.93,0.19,18.59,2174.29,1271.79,1629.25,2650.10,5152.72,11.41,0.17,-0.34,0.63,20.57
