Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Down from 52w high
ASM Technologies,526433,,IT - Software,2881.80,3392.53,288.81,47.20,16.34,16.34,134.36,20.54,0.78,9.62,0.52,16.47,149.13,8.55,3.30
Asston Pharmaceu,544445,,Pharmaceuticals & Biotechnology,124.95,106.36,25.04,6.17,24.64,24.64,24.56,,,21.37,1.07,67.76,11.46,0.57,0.00
Avishkar Infra,508929,,Realty,138.99,311.38,2.40,1.87,77.92,77.92,92.12,21.58,2.15,21.07,0.15,150.22,15.61,2.20,0.00
Balaji Phos.,,BALAJIPHOS,Fertilizers & Agrochemicals,141.00,335.26,126.52,13.26,10.48,10.48,42.33,4.19,,7.44,0.39,13.77,87.77,2.05,4.60
Banco Products,500039,BANCOINDIA,Auto Components,667.65,9549.89,3212.52,611.16,19.02,19.02,24.37,7.33,0.61,16.23,0.44,33.28,1429.63,43.02,3.32
Belrise Industri,544405,BELRISE,Auto Components,122.84,10931.28,8290.82,1021.14,12.32,12.32,30.75,,,5.36,1.10,14.11,2208.13,61.63,0.53
Bemco Hydraulics,522650,,Industrial Manufacturing,3297.30,721.02,100.12,20.31,20.29,20.29,57.91,10.28,0.37,9.71,0.27,19.89,29.96,1.00,0.00
Blue Jet Health,544009,BLUEJET,Pharmaceuticals & Biotechnology,957.35,16606.71,1029.99,377.73,36.67,36.67,54.41,14.66,3.37,24.65,0.02,30.85,753.50,46.26,3.28
Bright Outdoor,543831,,Media,589.80,858.09,126.75,26.07,20.57,20.57,44.97,5.24,0.73,10.19,0.00,12.31,133.71,1.31,4.86
CCL Products,519600,CCL,Agricultural Food & other Products,881.35,11768.48,3105.75,555.09,17.87,17.87,37.92,5.98,2.84,7.98,0.92,17.05,1707.71,8.45,3.70
CEAT,500878,CEATLTD,Auto Components,3876.10,15678.86,13217.87,1474.14,11.15,11.15,31.82,3.59,2.17,4.65,0.49,11.72,-654.90,-12.06,4.27
Cedaar Textile,,CEDAAR,Textiles & Apparels,131.90,183.06,188.71,29.89,15.84,15.84,16.57,,,5.91,5.79,56.05,94.70,1.33,3.23
Chemkart India,544442,,Food Products,252.35,305.32,203.28,32.76,16.12,16.12,12.59,,,34.75,0.32,58.95,61.37,2.18,3.68
Choice Intl.,531358,CHOICEIN,Finance,747.10,14916.26,910.38,284.59,31.26,31.26,95.29,14.52,1.45,7.36,0.45,18.87,856.03,11.29,0.61
Control Print,522295,CONTROLPR,IT - Hardware,875.35,1400.05,425.03,80.36,18.91,18.91,13.96,3.39,0.51,21.29,0.02,26.86,169.33,6.12,4.70
Crizac,544439,CRIZAC,Retailing,352.84,6174.08,849.49,212.82,25.05,25.05,40.50,,,20.76,0.00,36.18,230.89,35.29,3.78
Cryogenic OGS,544440,,Industrial Manufacturing,113.94,162.71,32.89,7.96,24.20,24.20,26.67,,,19.61,0.00,23.53,19.62,0.89,0.00
CSB Bank,542867,CSBBANK,Banks,426.00,7390.50,3597.14,1948.44,54.17,54.17,12.45,1.64,0.11,1.42,9.43,14.31,0.00,972.06,1.55
Cupid,530843,CUPID,Personal Products,131.37,3526.85,203.18,61.43,30.23,30.23,86.17,10.31,138.98,11.83,0.06,12.72,274.46,0.00,4.80
Datamatics Glob.,532528,DATAMATICS,IT - Services,758.10,4486.20,1723.36,229.26,13.30,13.30,25.04,3.29,1.24,10.21,0.14,13.82,638.16,78.01,0.90
DCB Bank,532772,DCBBANK,Banks,146.52,4607.81,6470.59,4543.52,70.22,70.22,7.49,0.81,0.59,0.88,12.15,11.43,2605.63,750.51,2.83
Dharni Capital,543753,,Capital Markets,56.99,116.09,6.52,2.60,39.88,39.88,30.15,5.49,,17.92,0.10,20.02,3.50,2.61,1.06
Exhicon Events,543895,,Other Consumer Services,483.95,627.32,143.51,35.12,24.47,24.47,24.13,5.60,,24.62,0.00,26.63,65.77,2.99,0.46
Fabtech Techn.,544332,,Industrial Manufacturing,423.25,521.42,150.03,16.04,10.69,10.69,39.20,5.52,1.44,12.51,0.01,18.21,81.83,0.87,4.43
Fiem Industries,532768,FIEMIND,Auto Components,1944.80,5118.65,2422.61,322.19,13.30,13.30,25.34,4.93,1.16,15.29,0.02,20.99,492.25,19.87,3.96
Foce India,,FOCE,Consumer Durables,1971.00,964.40,104.25,18.35,17.60,17.60,66.97,12.24,,11.08,0.38,20.11,36.19,0.39,0.00
Force Motors,500033,FORCEMOT,Automobiles,16836.00,22183.55,8071.73,1092.72,13.54,13.54,40.56,7.31,0.87,11.46,0.01,20.68,871.21,451.65,2.46
Foseco India,500150,FOSECOIND,Chemicals & Petrochemicals,5197.80,3319.55,550.74,97.69,17.74,17.33,42.10,9.67,2.58,16.27,0.01,23.30,292.36,18.87,4.21
Fredun Pharma,539730,,Pharmaceuticals & Biotechnology,950.60,448.84,456.27,55.10,12.08,12.08,21.57,3.17,0.35,5.24,1.18,15.83,257.00,0.00,3.39
Gallantt Ispat L,532726,GALLANTT,Industrial Products,587.40,14172.84,4292.73,694.43,16.18,16.18,35.37,4.99,0.45,11.99,0.13,15.14,1241.44,15.62,3.70
Garuda Cons,544271,GARUDA,Construction,147.95,1376.55,225.03,66.45,29.53,29.53,27.64,4.15,0.27,15.70,0.00,22.09,294.43,1.73,3.74
GHV Infra,505504,,Construction,1221.85,1761.30,184.88,24.93,13.48,13.48,102.70,41.36,,15.49,0.73,82.12,15.11,0.00,0.00
Grand Continent,,GCHOTELS,Leisure Services,170.00,423.63,72.62,19.18,26.41,26.41,39.81,3.97,,10.02,0.10,15.56,41.13,0.62,3.00
GSM Foils,,GSMFOILS,Industrial Products,191.75,245.66,133.80,15.20,11.36,11.36,25.46,7.86,,23.72,0.57,45.66,43.74,0.02,2.12
GTV Engineering,539479,,Industrial Manufacturing,1167.95,364.85,102.77,16.17,15.73,15.73,33.02,7.72,0.48,15.02,0.24,26.42,35.66,0.18,2.59
Guj. Themis Bio.,506879,GUJTHEM,Pharmaceuticals & Biotechnology,371.50,4048.06,150.80,68.84,45.65,45.65,83.00,16.30,5.13,18.67,0.12,21.69,32.24,2.43,4.74
Harshdeep Horti.,544105,,Agricultural Food & other Products,96.75,155.71,56.27,14.81,26.32,26.32,16.05,3.28,,19.46,0.00,22.95,33.55,0.15,3.25
Hawkins Cookers,508486,,Consumer Durables,9683.95,5122.81,1115.76,154.53,13.85,13.85,44.67,13.36,4.65,20.66,0.06,32.00,287.97,13.53,2.18
Iconik Sports,511260,,Finance,51.55,174.46,12.71,3.48,27.38,27.38,67.10,2.74,0.33,9.49,0.00,15.03,6.37,0.00,0.00
INDIA SHELTE FIN,544044,INDIASHLTR,Finance,968.05,10455.66,1164.51,845.18,72.58,72.58,27.72,3.86,0.54,5.57,1.84,15.07,453.51,10.15,1.45
Indogulf Cropsci,544432,IGCL,Fertilizers & Agrochemicals,113.63,718.41,552.73,59.53,10.77,10.77,22.86,,,5.96,0.67,14.41,311.60,-1.65,0.76
Indosolar,533257,WAAREEINDO,Electrical Equipment,256.03,1065.18,323.91,95.05,29.34,29.34,19.44,26.36,0.36,28.03,1.24,420.74,-14.88,0.84,0.00
Karnika Industri,,KARNIKA,Textiles & Apparels,684.65,848.93,172.55,26.03,15.09,15.09,47.08,11.96,,13.14,0.85,29.05,114.80,3.73,4.23
Karur Vysya Bank,590003,KARURVYSYA,Banks,274.00,22062.17,9678.04,6179.30,63.85,63.85,11.36,1.85,0.22,1.73,8.66,17.68,0.00,1829.55,1.28
Kilburn Engg.,522101,,Industrial Manufacturing,486.20,2355.05,424.46,101.00,23.79,23.79,37.75,4.89,,10.26,0.19,17.17,252.79,3.16,4.87
L T Foods,532783,LTFOODS,Agricultural Food & other Products,502.20,17439.04,8681.47,978.27,11.27,11.27,28.81,4.53,1.09,9.09,0.33,16.76,3330.46,117.09,1.34
Laxmi Goldorna,,LGHL,Consumer Durables,829.45,1731.22,87.82,22.45,25.56,25.56,164.72,26.63,,7.28,1.57,19.03,146.35,0.27,1.96
Laxmipati Engg,537669,,Industrial Manufacturing,435.80,250.59,50.07,10.07,20.11,20.11,38.55,29.25,1.25,12.29,5.26,122.18,19.32,0.05,1.99
M B Agro Prod.,,MBAPL,Fertilizers & Agrochemicals,436.05,3820.97,1268.51,168.76,13.30,13.73,51.50,9.46,1.66,6.57,0.79,15.23,391.72,12.70,3.88
M.V.K. Agro,,MVKAGRO,Agricultural Food & other Products,195.40,302.67,149.73,18.00,12.02,12.02,32.44,3.37,,3.37,1.18,10.95,102.19,6.07,0.00
Magna Electrocas,517449,,Industrial Products,1316.45,557.14,176.45,34.21,19.39,19.39,24.10,4.31,0.85,14.86,0.09,19.45,48.01,1.73,4.26
Manorama Indust.,541974,MANORAMA,Food Products,1589.90,9478.04,770.84,191.05,24.78,24.78,84.59,20.51,2.27,13.02,1.04,28.05,756.72,18.56,1.74
Marathon Nextgen,503101,MARATHON,Realty,747.70,5041.03,580.14,173.05,29.83,29.83,27.02,3.23,0.53,8.79,0.47,17.09,767.03,96.27,2.04
MAS FINANC SER,540749,MASFIN,Finance,346.20,6281.92,1595.97,1185.23,74.26,74.26,20.24,2.41,1.58,2.89,3.51,14.14,927.58,4.18,1.21
Meghna Infracon,538668,,Realty,589.90,1281.48,39.88,11.34,28.44,28.44,138.69,58.29,,34.74,0.15,52.56,11.51,0.35,2.01
Navin Fluo.Intl.,532504,NAVINFLUOR,Chemicals & Petrochemicals,4962.70,24612.89,2349.38,533.72,22.72,22.72,85.29,9.37,-12.94,6.27,0.56,11.52,602.14,43.73,3.35
NESCO,505355,NESCO,Commercial Services & Supplies,1282.60,9037.19,732.01,437.76,59.80,59.80,23.19,3.44,2.16,13.76,0.00,15.82,-27.57,113.66,1.72
OBSC Perfection,,OBSCP,Auto Components,295.50,722.57,142.79,25.39,17.78,17.78,43.11,6.95,,13.68,0.26,25.00,58.13,2.41,4.71
OCCL,544278,OCCLLTD,Chemicals & Petrochemicals,142.70,712.79,306.73,53.01,17.28,17.28,33.20,1.80,,8.03,0.16,10.84,93.99,2.00,2.86
Osiajee Texfab,540198,,Textiles & Apparels,291.75,157.55,7.09,5.01,70.66,70.66,31.51,10.52,,28.96,0.13,40.11,5.00,0.03,1.77
Pradeep Metals,513532,,Auto Components,347.20,599.61,311.86,47.14,15.12,15.12,22.07,4.37,1.01,10.71,0.52,21.64,103.53,5.20,3.42
Pramara Promotio,,PRAMARA,Media,204.50,184.77,86.42,12.49,14.45,14.45,31.32,2.97,1.11,6.65,0.55,12.39,87.73,1.17,0.54
Prizor Viztech,,PRIZOR,Industrial Manufacturing,249.80,267.07,70.98,15.21,21.43,21.43,26.31,6.24,,24.93,0.18,41.01,40.12,0.05,4.09
Purple United,,PURPLEUTED,Textiles & Apparels,378.00,363.25,103.13,20.70,20.07,20.07,34.69,6.00,,11.62,0.68,26.89,91.92,0.03,0.20
Quality Power El,544367,QPOWER,Electrical Equipment,798.15,6181.20,336.65,65.34,19.41,19.41,92.08,14.57,,17.33,0.02,23.24,365.65,54.07,4.06
R M Drip & Sprin,,RMDRIP,Industrial Products,579.20,1446.84,130.34,35.71,27.40,27.40,60.46,18.10,1.13,21.79,0.32,39.70,85.14,0.66,3.47
Rainbow Foundat.,531694,,Realty,105.55,523.72,156.13,39.51,25.31,25.31,65.38,6.53,1.80,1.18,3.31,10.51,338.23,0.95,0.00
Royal Orch.Hotel,532699,ROHLTD,Leisure Services,409.55,1123.20,319.47,73.07,22.87,22.87,23.78,4.87,0.42,9.42,0.96,22.41,54.51,23.71,4.64
RRPSemiconductor,504346,,Finance,2566.05,3495.99,31.59,11.33,35.87,35.87,413.24,206.86,2.30,43.08,0.71,196.29,28.94,0.36,0.00
Safe Enterprises,,SAFEENTP,Consumer Durables,208.70,972.64,138.31,49.44,35.75,35.75,24.82,,,50.13,0.00,77.55,39.53,1.42,4.24
Sai Life,544306,SAILIFE,Pharmaceuticals & Biotechnology,812.10,16952.86,1642.05,390.44,23.78,23.78,97.73,7.81,5.85,6.45,0.13,10.92,946.96,37.34,3.36
SBFC Finance,543959,SBFC,Finance,118.04,12852.44,1305.12,895.65,68.63,68.63,37.19,4.02,0.65,4.41,1.65,11.58,315.95,0.46,2.04
Schloss Bangal.,544408,THELEELA,Leisure Services,452.00,15094.90,1300.57,594.97,45.75,45.75,315.33,,,0.62,1.16,13.09,344.45,105.98,0.44
Schneider Elect.,534139,SCHNEIDER,Electrical Equipment,886.00,21184.26,2636.71,382.77,14.52,14.52,83.24,37.70,1.41,14.48,0.93,65.80,570.50,42.22,1.45
Shri Ahimsa,,SHRIAHIMSA,Food Products,169.00,394.28,95.81,30.41,31.74,31.74,17.95,,0.23,14.84,0.00,18.42,105.65,1.92,4.52
Shri Techtex,,SHRITECH,Industrial Products,92.90,231.79,82.67,20.94,25.33,25.33,15.80,2.35,0.58,13.63,0.11,16.08,51.52,4.10,2.72
Sirca Paints,543686,SIRCA,Consumer Durables,417.45,2287.99,374.00,67.44,18.03,18.03,46.60,6.54,3.16,12.25,0.00,14.92,220.26,5.16,2.92
SKM Egg Prod.,532143,SKMEGGPROD,Food Products,305.75,805.04,497.83,57.43,11.54,11.54,23.27,2.66,0.47,7.19,0.49,11.93,268.11,14.04,4.56
Sobhagya Mercant,512014,,Commercial Services & Supplies,559.35,469.85,160.40,25.53,15.92,15.92,30.25,5.88,1.41,11.97,0.08,24.43,81.87,0.00,1.85
South Ind.Bank,532218,SOUTHBANK,Banks,30.85,8071.41,9413.31,5871.13,62.37,62.37,6.20,0.80,0.09,1.08,11.07,13.77,0.00,1813.43,4.40
SRM Contractors,544158,SRM,Construction,500.20,1147.67,526.59,81.25,15.43,15.43,22.88,4.31,0.33,16.04,0.15,25.63,228.90,6.67,1.80
Steelcast,513517,STEELCAS,Industrial Products,1207.00,2442.97,376.17,106.26,28.25,28.25,33.85,7.50,0.61,20.24,0.00,24.24,126.80,4.45,3.01
Strides Pharma,532531,STAR,Pharmaceuticals & Biotechnology,917.85,8459.15,4565.34,802.82,17.59,17.59,2.40,3.32,0.02,60.15,0.74,150.67,1694.82,3313.32,3.99
String Metaverse,534535,,IT - Services,278.50,3242.64,407.36,41.24,10.12,10.12,91.99,33.41,0.75,25.16,0.00,25.97,22.08,0.86,0.20
Sudarshan Chem.,506655,SUDARSCHEM,Chemicals & Petrochemicals,1260.40,9903.33,2760.39,373.13,13.52,12.54,69.45,7.20,10.05,4.72,0.46,11.30,746.47,-26.04,4.15
Swaraj Engines,500407,SWARAJENG,Industrial Products,4607.90,5597.43,1748.00,236.17,13.51,13.52,32.40,13.35,1.72,26.88,0.00,41.94,215.56,17.70,2.50
Tankup Engi.,,TANKUP,,379.40,200.89,20.30,2.50,12.32,12.32,132.16,,,9.53,1.42,29.40,14.19,0.17,0.00
Thyrocare Tech.,539871,THYROCARE,Healthcare Services,1198.40,6350.85,687.35,189.61,27.59,27.59,73.91,11.62,-90.13,12.86,0.05,16.01,86.28,14.83,0.35
Transrail Light,544317,TRANSRAILL,Electrical Equipment,774.80,10402.16,5307.75,673.36,12.69,12.69,31.85,5.53,1.19,6.02,0.35,21.63,1929.24,47.99,2.65
Travel Food,544443,TRAVELFOOD,Leisure Services,1087.40,14318.83,1687.74,554.12,32.83,32.83,39.50,,,21.49,0.32,39.10,-127.32,122.22,3.77
Ujjivan Small,542904,UJJIVANSFB,Banks,49.58,9595.45,6354.39,2948.21,46.40,46.40,13.21,1.58,0.84,1.65,6.65,12.42,2761.11,846.20,4.41
UTI AMC,543238,UTIAMC,Capital Markets,1428.80,18299.19,1851.09,1101.86,59.52,59.52,25.01,3.98,1.14,14.79,0.00,16.28,246.19,8.56,1.48
Vaidya Sane,,MADHAVBAUG,Healthcare Equipment & Supplies,179.50,188.72,89.85,13.49,15.01,15.01,23.56,3.02,,10.85,0.02,13.56,20.52,0.66,0.03
Valiant Commun.,526775,,Telecom -  Equipment & Accessories,896.70,684.01,50.85,13.78,27.10,27.10,71.18,11.11,0.64,14.75,0.03,16.95,51.90,1.81,3.58
Vintage Coffee,538920,VINCOFE,Commercial Services & Supplies,145.42,1850.96,308.52,52.98,17.17,17.17,46.10,6.03,,11.52,0.27,17.11,197.17,4.00,2.37
VRL Logistics,539118,VRLLOG,Transport Services,629.35,5504.83,3160.95,573.83,18.15,18.15,31.09,5.08,2.27,7.38,1.13,17.44,114.62,25.46,0.29
VTM,532893,,Textiles & Apparels,119.10,1197.78,344.53,66.91,19.42,19.42,27.51,3.91,0.81,12.79,0.13,15.29,175.29,4.83,2.89
