Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Down from 52w high
Hawkins Cookers,508486,,Consumer Durables,9306.45,4923.11,1115.76,154.53,13.85,13.85,42.93,12.84,4.47,20.66,0.06,32.00,287.98,13.53,1.13
HVAX Technolog.,,HVAX,Construction,980.00,272.13,131.03,18.58,14.18,14.18,24.65,3.78,0.59,11.92,0.39,21.52,92.40,0.39,4.79
Iconik Sports,511260,,Finance,49.55,167.69,12.71,3.48,27.38,27.38,64.50,2.63,0.32,9.49,0.00,15.03,6.37,0.00,0.00
India Glycols,500201,INDIAGLYCO,Beverages,2053.20,6357.02,3768.26,510.94,13.56,13.56,27.53,2.82,2.27,3.92,0.84,10.72,279.64,60.95,4.02
INDIA SHELTE FIN,544044,INDIASHLTR,Finance,961.60,10378.97,1164.51,845.18,72.58,72.58,27.52,3.83,0.53,5.57,1.84,15.07,453.51,10.15,0.60
Indosolar,533257,WAAREEINDO,Electrical Equipment,243.84,1014.46,323.91,95.05,29.34,29.34,18.52,25.10,0.35,28.03,1.24,420.74,-14.88,0.84,0.00
Influx Health.,,INFLUX,Pharmaceuticals & Biotechnology,179.05,414.51,104.85,20.58,19.63,19.63,31.00,,,24.01,0.01,45.38,15.32,0.13,2.69
Jenburkt Pharma,524731,,Pharmaceuticals & Biotechnology,1341.30,591.96,151.69,40.39,26.63,26.63,18.81,3.45,1.16,17.51,0.02,19.87,40.11,6.72,4.87
Karur Vysya Bank,590003,KARURVYSYA,Banks,269.15,21671.65,9678.04,6179.30,63.85,63.85,11.16,1.82,0.22,1.73,8.66,17.68,0.00,1829.55,3.03
Kovai Medical,523323,KOVAI,Healthcare Services,6242.95,6829.79,1371.12,385.72,28.13,28.13,32.69,6.29,1.91,12.90,0.38,21.16,97.12,22.10,4.18
Kwality Pharma,539997,,Pharmaceuticals & Biotechnology,1186.80,1231.45,370.20,80.39,21.72,21.72,30.93,4.66,0.83,9.46,0.43,16.31,211.60,1.92,3.90
L T Foods,532783,LTFOODS,Agricultural Food & other Products,484.50,16824.41,8681.47,978.27,11.27,11.27,27.79,4.37,1.05,9.09,0.33,16.76,3330.46,117.09,4.81
Laxmi Goldorna,,LGHL,Consumer Durables,838.40,1749.90,87.82,22.45,25.56,25.56,166.50,26.91,,7.28,1.57,19.03,146.35,0.27,0.77
Laxmipati Engg,537669,,Industrial Manufacturing,423.50,243.51,50.07,10.07,20.11,20.11,37.46,28.42,1.21,12.29,5.26,122.18,19.32,0.05,0.00
M.V.K. Agro,,MVKAGRO,Agricultural Food & other Products,184.20,285.33,149.73,18.00,12.02,12.02,30.58,3.17,,3.37,1.18,10.95,102.19,6.07,0.00
MAS FINANC SER,540749,MASFIN,Finance,310.10,5626.87,1595.97,1185.23,74.26,74.26,18.13,2.16,1.42,2.89,3.51,14.14,927.58,4.18,2.76
Master Component,,MASTER,Industrial Products,411.00,164.40,42.40,6.49,15.31,15.31,40.10,5.57,1.59,11.82,0.00,15.62,6.37,3.60,3.29
Meta Infotech,544441,,IT - Services,236.25,446.07,218.82,25.11,11.48,11.48,28.07,,0.44,23.82,0.39,42.60,25.76,-1.11,0.00
Neetu Yoshi,544434,,Industrial Products,140.68,546.02,47.33,17.12,36.17,36.17,43.44,,,47.35,0.88,99.33,13.60,0.12,0.00
NESCO,505355,NESCO,Commercial Services & Supplies,1199.30,8450.26,732.01,437.76,59.80,59.80,21.68,3.21,2.01,13.76,0.00,15.82,-27.57,113.66,2.49
Nitta Gelatin,506532,,Chemicals & Petrochemicals,993.75,902.33,532.72,104.52,19.62,19.62,12.02,2.14,0.26,16.04,0.07,19.62,286.81,23.34,0.53
OBSC Perfection,,OBSCP,Auto Components,300.95,735.89,142.79,25.39,17.78,17.78,43.91,7.08,,13.68,0.26,25.00,58.13,2.41,2.95
OCCL,544278,OCCLLTD,Chemicals & Petrochemicals,133.10,664.84,306.73,53.01,17.28,17.28,30.97,1.68,,8.03,0.16,10.84,93.99,2.00,4.79
Osiajee Texfab,540198,,Textiles & Apparels,276.40,149.26,7.09,5.01,70.66,70.66,29.85,9.97,,28.96,0.13,40.11,5.00,0.03,4.03
Pradeep Metals,513532,,Auto Components,347.15,599.53,311.86,47.14,15.12,15.12,22.07,4.37,1.01,10.71,0.52,21.64,103.53,5.20,1.74
Pramara Promotio,,PRAMARA,Media,201.50,182.06,86.42,12.49,14.45,14.45,30.86,2.92,1.09,6.65,0.55,12.39,87.73,1.17,1.23
Prizor Viztech,,PRIZOR,Industrial Manufacturing,225.00,240.55,70.98,15.21,21.43,21.43,23.70,5.62,,24.93,0.18,41.01,40.12,0.05,4.66
Pro FX,,PROFX,Consumer Durables,124.45,217.83,129.38,17.40,13.45,13.45,17.80,,0.27,21.75,0.06,39.72,37.48,0.68,0.00
Purple United,,PURPLEUTED,Textiles & Apparels,363.80,349.60,103.13,20.70,20.07,20.07,33.39,5.78,,11.62,0.68,26.89,91.92,0.03,3.95
Pushpa Jewellers,,PUSHPA,Consumer Durables,141.85,343.60,281.06,31.85,11.33,11.33,15.42,,,31.26,0.38,47.30,59.64,0.21,0.00
Rainbow Foundat.,531694,,Realty,99.49,493.65,156.13,39.51,25.31,25.31,61.63,6.15,1.70,1.18,3.31,10.51,338.23,0.95,0.08
Readymix Cons.,,READYMIX,Construction,122.70,134.46,73.28,14.64,19.98,19.98,14.40,2.20,,15.10,0.06,23.39,60.09,0.23,3.20
RRPSemiconductor,504346,,Finance,2418.10,3294.42,31.59,11.33,35.87,35.87,389.41,194.94,2.17,43.08,0.71,196.29,28.94,0.36,0.00
Sacheerome,,SACHEEROME,Chemicals & Petrochemicals,209.25,468.15,107.54,22.96,21.35,21.35,29.31,,,21.55,0.06,29.59,12.56,0.60,2.67
Safe Enterprises,,SAFEENTP,Consumer Durables,206.85,964.01,138.31,49.44,35.75,35.75,24.60,,,50.13,0.00,77.55,39.53,1.42,3.75
Sambhv Steel,544430,SAMBHV,Industrial Products,124.86,3679.27,1285.76,160.21,12.46,12.46,44.61,,,11.05,0.80,25.43,184.15,3.29,2.91
SBFC Finance,543959,SBFC,Finance,119.02,12959.15,1305.12,895.65,68.63,68.63,37.50,4.05,0.65,4.41,1.65,11.58,315.95,0.46,1.23
Schloss Bangal.,544408,THELEELA,Leisure Services,434.85,14522.16,1300.57,594.97,45.75,45.75,303.37,,,0.62,1.16,13.09,344.45,105.98,1.91
Schneider Elect.,534139,SCHNEIDER,Electrical Equipment,854.50,20431.10,2636.71,382.77,14.52,14.52,80.28,36.36,1.36,14.48,0.93,65.80,570.50,42.22,3.40
Scoda Tubes,544411,SCODATUBES,Industrial Products,212.51,1273.12,484.89,78.05,16.10,16.10,40.11,,,8.17,1.40,29.66,223.80,3.96,4.27
Sheetal Univer.,,SHEETAL,Agricultural Food & other Products,132.50,151.79,105.67,13.87,13.13,13.13,16.29,3.46,0.19,15.16,0.50,23.79,38.70,2.39,4.33
Shri Hare-Krish.,,SHKSIL,Ferrous Metals,80.00,153.53,80.47,10.86,13.50,13.50,16.69,,,10.89,0.15,13.34,50.04,3.13,0.00
Shri Techtex,,SHRITECH,Industrial Products,93.20,232.53,82.67,20.94,25.33,25.33,15.85,2.36,0.59,13.63,0.11,16.08,51.52,4.10,2.41
Sirca Paints,543686,SIRCA,Consumer Durables,424.60,2327.18,374.00,67.44,18.03,18.03,47.40,6.66,3.21,12.25,0.00,14.92,220.26,5.16,1.26
SKM Egg Prod.,532143,SKMEGGPROD,Food Products,290.60,765.15,497.83,57.43,11.54,11.54,22.11,2.52,0.45,7.19,0.49,11.93,268.11,14.04,0.55
Sobhagya Mercant,512014,,Commercial Services & Supplies,561.60,471.74,160.40,25.53,15.92,15.92,30.38,5.90,1.42,11.97,0.08,24.43,81.87,0.00,1.46
Steelcast,513517,STEELCAS,Industrial Products,1188.60,2405.73,376.17,106.26,28.25,28.25,33.34,7.38,0.60,20.24,0.00,24.24,126.80,4.45,4.48
Strides Pharma,532531,STAR,Pharmaceuticals & Biotechnology,887.80,8182.21,4565.34,802.81,17.58,17.58,23.07,3.21,0.67,5.99,0.74,15.16,1764.32,3313.33,2.87
Tanfac Inds.,506854,,Chemicals & Petrochemicals,4480.20,4469.00,556.98,128.86,23.14,23.14,50.70,14.32,1.30,24.24,0.13,32.50,180.16,2.96,1.27
Tankup Engi.,,TANKUP,,357.60,189.35,20.30,2.50,12.32,12.32,124.57,,,9.53,1.42,29.40,14.19,0.17,0.00
Thyrocare Tech.,539871,THYROCARE,Healthcare Services,1085.45,5752.28,687.35,189.61,27.59,27.59,66.94,10.52,-81.63,12.86,0.05,16.01,86.28,14.83,1.95
UTI AMC,543238,UTIAMC,Capital Markets,1394.70,17862.46,1851.09,1101.86,59.52,59.52,24.41,3.88,1.11,14.79,0.00,16.28,246.19,8.56,2.43
Valiant Commun.,526775,,Telecom -  Equipment & Accessories,882.50,673.18,50.85,13.78,27.10,27.10,70.05,10.94,0.63,14.75,0.03,16.95,51.90,1.81,3.81
VRL Logistics,539118,VRLLOG,Transport Services,610.35,5338.64,3160.95,572.96,18.13,18.13,29.18,4.92,2.02,7.62,1.13,18.02,114.62,25.46,3.27
Yash Highvoltage,544310,,Electrical Equipment,591.85,1689.81,150.14,32.00,21.31,21.31,78.93,11.45,1.58,15.68,0.15,22.57,106.39,2.01,2.17
