Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Down from 52w high
Banco Products,500039,BANCOINDIA,Auto Components,673.95,9640.00,3212.52,611.16,19.02,19.02,24.60,7.40,0.62,16.23,0.44,33.28,1429.63,43.02,2.33
Belrise Industri,544405,BELRISE,Auto Components,119.00,10589.56,8290.82,1021.14,12.32,12.32,29.79,,,5.36,1.10,14.11,2208.13,61.63,1.15
Bemco Hydraulics,522650,,Industrial Manufacturing,3232.65,706.88,100.12,20.31,20.29,20.29,56.78,10.08,0.36,9.71,0.27,19.89,29.96,1.00,0.00
Blue Jet Health,544009,BLUEJET,Pharmaceuticals & Biotechnology,961.10,16671.76,1029.99,377.73,36.67,36.67,54.63,14.71,3.39,24.65,0.02,30.85,753.50,46.26,2.53
CCL Products,519600,CCL,Agricultural Food & other Products,888.30,11861.29,3105.75,555.09,17.87,17.87,38.22,6.03,2.87,7.98,0.92,17.05,1707.71,8.45,2.94
CEAT,500878,CEATLTD,Auto Components,3888.50,15729.02,13217.87,1474.14,11.15,11.15,31.92,3.60,2.18,4.65,0.49,11.72,-654.90,-12.06,3.96
Chemkart India,544442,,Food Products,250.85,303.50,203.28,32.76,16.12,16.12,12.51,,,34.75,0.32,58.95,61.37,2.18,4.26
Choice Intl.,531358,CHOICEIN,Finance,705.20,14079.71,910.38,284.59,31.26,31.26,89.94,13.70,1.36,7.36,0.45,18.87,856.03,11.29,4.70
CLN Energy,544347,,Auto Components,631.25,666.17,219.18,23.91,10.91,10.91,51.56,7.05,,8.26,0.17,23.95,81.29,1.21,4.22
Control Print,522295,CONTROLPR,IT - Hardware,893.10,1428.44,425.03,80.36,18.91,18.91,14.25,3.46,0.52,21.29,0.02,26.86,169.33,6.12,2.77
Cryogenic OGS,544440,,Industrial Manufacturing,108.52,154.97,32.89,7.96,24.20,24.20,25.40,,,19.61,0.00,23.53,19.62,0.89,0.00
CSB Bank,542867,CSBBANK,Banks,430.55,7469.43,3597.14,1948.44,54.17,54.17,12.58,1.66,0.11,1.42,9.43,14.31,0.00,972.06,0.50
Cupid,530843,CUPID,Personal Products,133.41,3581.62,203.18,61.43,30.23,30.23,87.51,10.47,141.15,11.83,0.06,12.72,274.46,0.00,1.98
Datamatics Glob.,532528,DATAMATICS,IT - Services,746.75,4419.04,1723.36,229.26,13.30,13.30,24.66,3.24,1.22,10.21,0.14,13.82,638.16,78.01,2.39
DCB Bank,532772,DCBBANK,Banks,149.18,4691.47,6470.59,4442.12,68.65,68.65,7.62,0.82,0.60,0.88,12.16,11.44,0.00,750.51,1.07
Exhicon Events,543895,,Other Consumer Services,465.00,602.76,143.51,35.12,24.47,24.47,23.18,5.38,,24.62,0.00,26.63,65.77,2.99,4.36
Fabtech Techn.,544332,,Industrial Manufacturing,433.35,533.86,150.03,16.04,10.69,10.69,40.14,5.66,1.48,12.51,0.01,18.21,81.83,0.87,2.15
Fiem Industries,532768,FIEMIND,Auto Components,1972.80,5192.34,2422.61,322.19,13.30,13.30,25.70,5.00,1.17,15.29,0.02,20.99,492.25,19.87,1.36
Fluidomat,522017,,Industrial Manufacturing,1376.65,678.69,72.18,27.28,37.79,37.79,30.54,8.43,0.65,27.08,0.00,31.44,39.08,3.46,2.98
Foce India,,FOCE,Consumer Durables,1971.00,964.40,104.25,18.35,17.60,17.60,66.97,12.24,,11.08,0.38,20.11,36.19,0.39,0.00
Force Motors,500033,FORCEMOT,Automobiles,16769.00,22095.27,8071.73,1092.72,13.54,13.54,40.40,7.28,0.87,11.46,0.01,20.68,871.21,451.65,1.83
Fredun Pharma,539730,,Pharmaceuticals & Biotechnology,965.10,455.69,456.27,55.10,12.08,12.08,21.90,3.22,0.36,5.24,1.18,15.83,257.00,0.00,0.71
Gallantt Ispat L,532726,GALLANTT,Industrial Products,583.75,14084.78,4292.73,694.43,16.18,16.18,35.15,4.95,0.45,11.99,0.13,15.14,1241.44,15.62,4.30
GHV Infra,505504,,Construction,1197.90,1726.77,184.88,24.93,13.48,13.48,100.69,40.55,,15.49,0.73,82.12,15.11,0.00,0.00
Grand Continent,,GCHOTELS,Leisure Services,167.00,416.15,72.62,19.18,26.41,26.41,39.11,3.90,,10.02,0.10,15.56,41.13,0.62,4.71
GSM Foils,,GSMFOILS,Industrial Products,188.00,240.86,133.80,15.20,11.36,11.36,24.96,7.71,,23.72,0.57,45.66,43.74,0.02,4.03
GTV Engineering,539479,,Industrial Manufacturing,1162.15,363.04,102.77,16.17,15.73,15.73,32.85,7.68,0.48,15.02,0.24,26.42,35.66,0.18,3.07
Harshdeep Horti.,544105,,Agricultural Food & other Products,96.38,155.11,56.27,14.81,26.32,26.32,15.99,3.27,,19.46,0.00,22.95,33.55,0.15,3.62
Hawkins Cookers,508486,,Consumer Durables,9685.95,5123.87,1115.76,154.53,13.85,13.85,44.68,13.36,4.65,20.66,0.06,32.00,287.97,13.53,2.16
Iconik Sports,511260,,Finance,51.55,174.46,12.71,3.48,27.38,27.38,67.10,2.74,0.33,9.49,0.00,15.03,6.37,0.00,0.00
India Glycols,500201,INDIAGLYCO,Beverages,2035.00,6300.67,3768.26,510.94,13.56,13.56,27.29,2.79,2.25,3.92,0.84,10.72,279.64,60.95,4.88
INDIA SHELTE FIN,544044,INDIASHLTR,Finance,957.10,10337.40,1164.51,845.18,72.58,72.58,27.41,3.82,0.53,5.57,1.84,15.07,453.51,10.15,1.75
Indogulf Cropsci,544432,IGCL,Fertilizers & Agrochemicals,110.79,700.46,552.73,59.53,10.77,10.77,22.29,,,5.96,0.67,14.41,311.60,-1.65,1.96
Indosolar,533257,WAAREEINDO,Electrical Equipment,256.03,1065.18,323.91,95.05,29.34,29.34,19.44,26.36,0.36,28.03,1.24,420.74,-14.88,0.84,0.00
Karur Vysya Bank,590003,KARURVYSYA,Banks,271.70,21876.97,9678.04,6179.30,63.85,63.85,11.27,1.83,0.22,1.73,8.66,17.68,0.00,1829.55,2.11
Kilburn Engg.,522101,,Industrial Manufacturing,494.30,2394.28,424.46,101.00,23.79,23.79,38.38,4.97,,10.26,0.19,17.17,252.79,3.16,3.29
Kilitch Drugs,524500,KILITCH,Pharmaceuticals & Biotechnology,483.45,845.11,198.32,31.46,15.86,15.86,33.89,4.18,0.21,9.02,0.24,13.17,111.26,11.16,3.31
Kwality Pharma,539997,,Pharmaceuticals & Biotechnology,1194.50,1239.44,370.20,80.39,21.72,21.72,31.13,4.69,0.83,9.46,0.43,16.31,211.60,1.92,3.28
L T Foods,532783,LTFOODS,Agricultural Food & other Products,491.20,17057.06,8681.47,978.27,11.27,11.27,28.18,4.43,1.07,9.09,0.33,16.76,3330.46,117.09,3.50
Laxmi Goldorna,,LGHL,Consumer Durables,803.85,1677.79,87.82,22.45,25.56,25.56,159.64,25.80,,7.28,1.57,19.03,146.35,0.27,4.99
Laxmipati Engg,537669,,Industrial Manufacturing,435.80,250.59,50.07,10.07,20.11,20.11,38.55,29.25,1.25,12.29,5.26,122.18,19.32,0.05,1.99
Lumax Auto Tech.,532796,LUMAXTECH,Auto Components,1150.70,7842.91,3636.67,464.76,12.78,12.78,44.12,8.39,1.75,7.85,0.97,20.62,626.58,51.03,4.82
M B Agro Prod.,,MBAPL,Fertilizers & Agrochemicals,441.80,3871.36,1268.51,168.76,13.30,13.73,52.17,9.59,1.68,6.57,0.79,15.23,391.72,12.70,2.61
M.V.K. Agro,,MVKAGRO,Agricultural Food & other Products,191.60,296.79,149.73,18.00,12.02,12.02,31.81,3.30,,3.37,1.18,10.95,102.19,6.07,0.00
Manorama Indust.,541974,MANORAMA,Food Products,1607.30,9581.77,770.84,191.05,24.78,24.78,85.51,20.74,2.29,13.02,1.04,28.05,756.72,18.56,0.66
Marathon Nextgen,503101,MARATHON,Realty,738.25,4977.32,580.14,173.05,29.83,29.83,26.68,3.18,0.53,8.79,0.47,17.09,767.03,96.27,2.82
MAS FINANC SER,540749,MASFIN,Finance,315.55,5725.76,1595.97,1185.23,74.26,74.26,18.45,2.19,1.44,2.89,3.51,14.14,927.58,4.18,2.82
NDR Auto Compon.,543214,NDRAUTO,Auto Components,1141.30,2714.62,712.78,73.31,10.29,10.29,51.24,8.99,0.99,12.01,0.11,19.06,63.83,13.94,4.20
NESCO,505355,NESCO,Commercial Services & Supplies,1292.20,9104.84,732.01,437.76,59.80,59.80,23.36,3.46,2.17,13.76,0.00,15.82,-27.57,113.66,0.98
OBSC Perfection,,OBSCP,Auto Components,298.00,728.68,142.79,25.39,17.78,17.78,43.48,7.01,,13.68,0.26,25.00,58.13,2.41,3.90
OCCL,544278,OCCLLTD,Chemicals & Petrochemicals,143.38,716.19,306.73,53.01,17.28,17.28,33.36,1.81,,8.03,0.16,10.84,93.99,2.00,0.12
Osiajee Texfab,540198,,Textiles & Apparels,290.85,157.06,7.09,5.01,70.66,70.66,31.41,10.49,,28.96,0.13,40.11,5.00,0.03,1.07
Pradeep Metals,513532,,Auto Components,356.20,615.16,311.86,47.14,15.12,15.12,22.64,4.48,1.03,10.71,0.52,21.64,103.53,5.20,0.59
Pramara Promotio,,PRAMARA,Media,203.50,183.86,86.42,12.49,14.45,14.45,31.16,2.95,1.10,6.65,0.55,12.39,87.73,1.17,0.85
Prizor Viztech,,PRIZOR,Industrial Manufacturing,248.05,265.20,70.98,15.21,21.43,21.43,26.13,6.19,,24.93,0.18,41.01,40.12,0.05,0.00
Pro FX,,PROFX,Consumer Durables,131.15,229.56,129.38,17.40,13.45,13.45,18.75,,0.29,21.75,0.06,39.72,37.48,0.68,4.20
Purple United,,PURPLEUTED,Textiles & Apparels,378.00,363.25,103.13,20.70,20.07,20.07,34.69,6.00,,11.62,0.68,26.89,91.92,0.03,0.20
Rainbow Foundat.,531694,,Realty,103.49,513.50,156.13,39.51,25.31,25.31,64.11,6.40,1.76,1.18,3.31,10.51,338.23,0.95,0.00
RRPSemiconductor,504346,,Finance,2515.75,3427.46,31.59,11.33,35.87,35.87,405.14,202.81,2.25,43.08,0.71,196.29,28.94,0.36,0.00
Sai Life,544306,SAILIFE,Pharmaceuticals & Biotechnology,811.10,16931.98,1642.05,390.44,23.78,23.78,97.61,7.80,5.84,6.45,0.13,10.92,946.96,37.34,3.48
SBFC Finance,543959,SBFC,Finance,117.84,12830.67,1305.12,895.65,68.63,68.63,37.13,4.01,0.64,4.41,1.65,11.58,315.95,0.46,2.21
Schloss Bangal.,544408,THELEELA,Leisure Services,435.30,14537.19,1300.57,594.97,45.75,45.75,303.68,,,0.62,1.16,13.09,344.45,105.98,1.80
Schneider Elect.,534139,SCHNEIDER,Electrical Equipment,870.30,20808.87,2636.71,382.77,14.52,14.52,81.76,37.03,1.39,14.48,0.93,65.80,570.50,42.22,1.61
Shri Ahimsa,,SHRIAHIMSA,Food Products,171.85,400.93,95.81,30.41,31.74,31.74,18.25,,0.23,14.84,0.00,18.42,105.65,1.92,2.63
Shri Techtex,,SHRITECH,Industrial Products,92.90,231.79,82.67,20.94,25.33,25.33,15.80,2.35,0.58,13.63,0.11,16.08,51.52,4.10,2.72
Sirca Paints,543686,SIRCA,Consumer Durables,413.85,2268.26,374.00,67.44,18.03,18.03,46.20,6.49,3.13,12.25,0.00,14.92,220.26,5.16,3.76
SKM Egg Prod.,532143,SKMEGGPROD,Food Products,311.95,821.36,497.83,57.43,11.54,11.54,23.74,2.71,0.48,7.19,0.49,11.93,268.11,14.04,2.62
Sobhagya Mercant,512014,,Commercial Services & Supplies,569.00,477.96,160.40,25.53,15.92,15.92,30.78,5.98,1.44,11.97,0.08,24.43,81.87,0.00,0.16
Steelcast,513517,STEELCAS,Industrial Products,1195.00,2418.68,376.17,106.26,28.25,28.25,33.52,7.42,0.60,20.24,0.00,24.24,126.80,4.45,3.97
Strides Pharma,532531,STAR,Pharmaceuticals & Biotechnology,906.20,8351.79,4565.34,802.82,17.59,17.59,2.37,3.27,0.02,60.15,0.74,150.67,1694.82,3313.32,2.52
String Metaverse,534535,,IT - Services,278.50,3242.64,407.36,41.24,10.12,10.12,91.99,33.41,0.75,25.16,0.00,25.97,22.08,0.86,0.20
Sudarshan Chem.,506655,SUDARSCHEM,Chemicals & Petrochemicals,1259.20,9893.90,2760.39,373.13,13.52,12.54,69.39,7.19,10.04,4.72,0.46,11.30,746.47,-26.04,4.24
Swaraj Engines,500407,SWARAJENG,Industrial Products,4596.70,5583.83,1748.00,236.17,13.51,13.52,32.32,13.32,1.72,26.88,0.00,41.94,215.56,17.70,1.97
Tanfac Inds.,506854,,Chemicals & Petrochemicals,4738.00,4726.16,556.98,128.86,23.14,23.14,53.61,15.15,1.37,24.24,0.13,32.50,180.16,2.96,0.67
Tankup Engi.,,TANKUP,,372.00,196.97,20.30,2.50,12.32,12.32,129.59,,,9.53,1.42,29.40,14.19,0.17,0.00
Thyrocare Tech.,539871,THYROCARE,Healthcare Services,1164.70,6172.26,687.35,189.61,27.59,27.59,71.83,11.29,-87.60,12.86,0.05,16.01,86.28,14.83,1.28
Transrail Light,544317,TRANSRAILL,Electrical Equipment,779.60,10466.60,5307.75,673.36,12.69,12.69,32.04,5.56,1.20,6.02,0.35,21.63,1929.24,47.99,0.94
Ujjivan Small,542904,UJJIVANSFB,Banks,49.66,9610.93,6354.39,2948.21,46.40,46.40,13.23,1.58,0.84,1.65,6.65,12.42,2761.11,846.20,4.26
UTI AMC,543238,UTIAMC,Capital Markets,1436.80,18401.65,1851.09,1101.86,59.52,59.52,25.15,4.00,1.15,14.79,0.00,16.28,246.19,8.56,0.91
Vaidya Sane,,MADHAVBAUG,Healthcare Equipment & Supplies,171.00,179.78,89.85,13.49,15.01,15.01,22.44,2.87,,10.85,0.02,13.56,20.52,0.66,3.91
Valiant Commun.,526775,,Telecom -  Equipment & Accessories,915.00,697.97,50.85,13.78,27.10,27.10,72.63,11.34,0.65,14.75,0.03,16.95,51.90,1.81,0.27
Vintage Coffee,538920,VINCOFE,Commercial Services & Supplies,143.61,1827.92,308.52,52.98,17.17,17.17,45.53,5.96,,11.52,0.27,17.11,197.17,4.00,2.24
VRL Logistics,539118,VRLLOG,Transport Services,624.60,5463.28,3160.95,573.83,18.15,18.15,30.85,5.04,2.25,7.38,1.13,17.44,114.62,25.46,1.01
VTM,532893,,Textiles & Apparels,116.77,1174.34,344.53,66.91,19.42,19.42,26.97,3.83,0.79,12.79,0.13,15.29,175.29,4.83,4.79
