Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Down from 52w high
ASM Technologies,526433,,IT - Software,3180.70,3744.41,288.81,47.20,16.34,16.34,148.29,22.68,6.69,9.62,0.52,16.47,149.13,8.55,3.32
Astonea Labs,544409,,Pharmaceuticals & Biotechnology,178.05,187.15,97.52,15.12,15.50,15.50,34.98,,0.20,6.61,3.54,44.66,28.86,0.19,3.76
Authum Invest,539177,AIIL,Finance,2889.00,49068.25,4361.23,3991.81,91.53,89.63,11.98,3.36,0.14,31.27,0.04,34.12,-62.92,44.57,0.31
Avishkar Infra,508929,,Realty,162.58,364.23,2.40,1.87,77.92,77.92,107.76,25.24,1.18,21.07,0.15,150.22,15.61,2.20,0.00
AXISCADES Tech.,532395,AXISCADES,Aerospace & Defense,1443.10,6132.84,1030.72,142.42,13.82,13.82,78.82,9.45,1.60,6.91,0.39,12.61,449.36,16.99,4.21
Bajaj Finance,500034,BAJFINANCE,Finance,968.30,601729.36,69709.44,47955.15,68.79,68.79,36.11,6.22,1.09,3.99,3.74,19.22,12937.90,-2.35,1.07
Bajaj Finserv,532978,BAJAJFINSV,Finance,2060.50,329229.41,133822.12,49524.20,37.01,37.01,37.05,4.54,1.48,2.96,4.92,13.39,-121431.86,-18.35,3.49
Balaji Phos.,,BALAJIPHOS,Fertilizers & Agrochemicals,141.80,337.16,126.52,13.26,10.48,10.48,42.57,4.21,1.21,7.44,0.39,13.77,87.77,2.05,4.06
Belrise Industri,544405,BELRISE,Auto Components,130.71,11631.61,8290.82,1021.14,12.32,12.32,32.72,,3.10,5.36,1.10,14.11,2208.13,61.63,0.53
Bemco Hydraulics,522650,,Industrial Manufacturing,3355.70,733.79,100.12,20.31,20.29,20.29,58.94,10.46,2.02,9.71,0.27,19.89,29.96,1.00,4.10
Bharti Airtel,532454,BHARTIARTL,Telecom - Services,1943.80,1166178.82,172985.20,85060.20,49.17,49.17,51.43,9.75,0.62,5.35,1.88,23.18,-61396.40,20662.50,4.99
Bosch,500530,BOSCHLTD,Auto Components,37980.00,112016.84,18087.40,2309.70,12.77,12.77,55.67,8.11,3.04,10.70,0.01,15.55,4405.40,815.60,2.84
Carysil,524091,CARYSIL,Consumer Durables,922.35,2623.40,815.57,137.32,16.84,16.84,41.16,4.98,-128.63,7.03,0.51,14.48,357.30,9.83,2.60
Chandan Healthca,,CHANDAN,Healthcare Services,238.25,582.57,230.12,41.34,17.96,17.96,26.28,4.75,0.15,13.84,0.39,27.09,79.45,2.05,1.91
Choice Intl.,531358,CHOICEIN,Finance,761.30,15199.77,943.61,314.39,33.32,31.26,88.33,14.79,2.06,7.36,0.45,18.87,856.03,10.06,4.84
CSB Bank,542867,CSBBANK,Banks,428.80,7439.07,3597.14,1948.44,54.17,54.17,12.53,1.65,1.39,1.42,9.43,14.31,0.00,972.06,1.21
Cupid,530843,CUPID,Personal Products,147.42,3957.74,203.18,61.43,30.23,30.23,96.70,11.56,2.73,11.83,0.06,12.72,274.46,0.00,3.01
Datamatics Glob.,532528,DATAMATICS,IT - Services,846.25,5007.85,1723.36,229.26,13.30,13.30,27.95,3.67,3.73,10.21,0.14,13.82,638.16,78.01,2.51
Dharni Capital,543753,,Capital Markets,54.85,111.73,6.52,2.60,39.88,39.88,29.02,5.28,,17.92,0.10,20.02,3.50,2.61,4.77
EFC (I),512008,,Realty,357.65,3560.53,656.74,327.68,49.89,49.89,31.56,6.56,0.01,10.60,1.62,23.27,330.53,17.52,0.64
Exhicon Events,543895,,Other Consumer Services,542.20,702.83,143.51,35.12,24.47,24.47,27.03,6.27,0.33,24.62,0.00,26.63,65.77,2.99,0.70
Fabtech Techn.,544332,,Industrial Manufacturing,452.00,556.84,150.03,16.04,10.69,10.69,41.87,5.90,0.77,12.51,0.01,18.21,81.83,0.87,3.83
Federal Bank,500469,FEDERALBNK,Banks,212.81,52295.32,28106.08,19294.93,68.65,68.65,12.57,1.51,0.44,1.25,9.15,12.87,0.00,3924.17,3.27
Federal-Mogul Go,505744,FMGOETZE,Auto Components,592.60,3296.63,1800.19,284.32,15.79,15.79,20.35,2.60,0.47,10.14,0.00,13.63,772.02,43.93,4.73
Fiem Industries,532768,FIEMIND,Auto Components,2010.40,5291.30,2422.61,322.19,13.30,13.30,26.19,5.10,0.90,15.29,0.02,20.99,492.25,19.87,2.17
Foce India,,FOCE,Consumer Durables,1980.00,968.80,104.25,18.35,17.60,17.60,67.28,12.29,4.12,11.08,0.38,20.11,36.19,0.39,0.00
Force Motors,500033,FORCEMOT,Automobiles,17140.00,22584.11,8484.08,1160.91,13.68,13.54,37.36,7.45,0.37,11.46,0.01,20.68,871.21,471.42,2.96
Fortis Health.,532843,FORTIS,Healthcare Services,823.70,62185.90,7782.75,1587.95,20.40,20.40,74.03,6.97,2.41,6.67,0.28,10.13,27.83,-10.88,1.00
G G Automotive,531399,,Auto Components,276.00,275.72,117.01,19.37,16.55,15.13,30.27,5.58,0.18,8.78,0.53,19.70,22.28,0.40,3.83
G M D C,532181,GMDCLTD,Minerals & Mining,457.90,14561.22,2850.84,637.49,22.36,22.36,21.23,2.27,1.37,9.07,0.02,10.95,1967.55,354.71,3.07
Gallantt Ispat L,532726,GALLANTT,Industrial Products,630.35,15209.14,4292.73,694.43,16.18,16.18,37.95,5.35,1.20,11.99,0.13,15.14,1241.44,15.62,3.47
Garuda Cons,544271,GARUDA,Construction,188.64,1755.14,315.07,91.21,28.95,29.53,25.37,5.29,0.66,15.70,0.00,22.09,294.43,3.25,1.36
GE Vernova T&D,522275,GVT&D,Electrical Equipment,2500.40,64022.74,4292.30,818.70,19.07,19.07,105.24,36.11,1.30,14.76,0.02,40.34,896.21,62.59,0.97
GHV Infra,505504,,Construction,1348.85,1944.37,184.88,24.93,13.48,13.48,113.37,45.66,0.33,15.49,0.73,82.12,15.11,0.00,0.00
Gillette India,507815,GILLETTE,Personal Products,11211.00,36536.65,2880.17,774.48,26.89,24.08,68.47,35.71,6.61,22.23,0.00,42.49,500.63,32.56,2.56
Global Health,543654,MEDANTA,Healthcare Services,1312.70,35267.05,3692.32,877.07,23.75,23.75,68.03,10.41,1.78,11.46,0.21,16.48,1008.53,29.20,2.76
Globe Civil,544424,GLOBECIVIL,Construction,91.79,548.16,378.58,53.59,14.16,14.16,22.79,,0.36,7.03,1.39,26.15,211.19,2.99,3.38
Godfrey Phillips,500163,GODFRYPHLP,Cigarettes & Tobacco Products,9384.00,48791.09,5611.02,1177.42,20.98,20.98,42.33,9.30,0.93,18.00,0.03,24.32,1627.68,349.01,4.52
Grand Continent,,GCHOTELS,Leisure Services,167.10,416.40,72.62,19.18,26.41,26.41,39.14,3.90,0.26,10.02,0.10,15.56,41.13,0.62,4.65
GSM Foils,,GSMFOILS,Industrial Products,201.60,258.28,164.81,18.87,11.45,11.36,21.36,8.27,,23.72,0.57,45.66,43.74,0.08,0.00
GTV Engineering,539479,,Industrial Manufacturing,1443.30,450.87,102.77,16.17,15.73,15.73,40.80,9.54,0.25,15.02,0.24,26.42,35.66,0.18,0.00
Guj. Themis Bio.,506879,GUJTHEM,Pharmaceuticals & Biotechnology,376.05,4097.64,150.80,68.84,45.65,45.65,84.02,16.50,22.17,18.67,0.12,21.69,32.24,2.43,3.58
Hawkins Cookers,508486,,Consumer Durables,9515.25,5033.57,1115.76,154.53,13.85,13.85,43.89,13.13,3.99,20.66,0.06,32.00,287.97,13.53,3.89
HDFC AMC,541729,HDFCAMC,Capital Markets,5599.00,119767.96,3690.55,2972.78,80.55,82.62,45.98,14.72,2.20,30.18,0.00,32.35,-141.31,619.81,1.00
HDFC Bank,500180,HDFCBANK,Banks,2024.30,1552215.76,342193.10,136606.41,39.92,44.41,21.99,2.97,0.96,1.74,6.41,14.45,270754.86,144781.31,0.27
Hexaware Tech.,544362,HEXT,IT - Software,861.05,52423.55,11974.40,1835.10,15.33,15.33,45.05,9.77,2.82,14.37,0.11,23.29,1782.90,74.90,4.34
ICICI Bank,532174,ICICIBANK,Banks,1488.60,1062336.40,190829.78,55519.60,29.09,28.78,20.09,3.40,0.75,2.18,5.97,17.97,0.00,111063.13,0.09
Iconik Sports,511260,,Finance,55.79,188.80,12.71,3.48,27.38,27.38,72.62,2.96,0.41,9.49,0.00,15.03,6.37,0.00,0.00
Indogulf Cropsci,544432,IGCL,Fertilizers & Agrochemicals,117.61,743.58,552.73,59.48,10.76,10.76,23.74,,2.02,5.95,0.67,14.40,311.54,-1.68,3.60
Indosolar,533257,WAAREEINDO,Electrical Equipment,268.83,1118.43,518.03,159.03,30.70,29.34,6.33,27.68,0.08,28.03,1.24,420.74,-14.88,2.60,0.00
InfoBeans Tech.,543644,INFOBEAN,IT - Software,538.25,1316.31,409.67,75.96,18.54,17.32,24.20,3.95,-2.25,9.84,0.06,12.37,125.31,22.74,0.49
Interglobe Aviat,539448,INDIGO,Transport Services,5897.00,227931.95,80803.00,18006.20,22.28,22.28,31.42,24.48,0.68,7.33,7.21,129.08,28500.10,3306.80,2.03
Interiors & More,,INM,Consumer Durables,523.95,366.52,58.89,17.55,29.80,29.80,30.62,5.46,,13.81,0.45,19.56,67.36,0.24,4.74
J K Cements,532644,JKCEMENT,Cement & Cement Products,6614.50,51109.08,12424.11,2228.54,17.94,17.12,55.74,8.39,12.81,5.11,0.99,13.87,1944.59,287.66,0.80
Karur Vysya Bank,590003,KARURVYSYA,Banks,271.30,21844.77,9678.04,6179.30,63.85,63.85,11.25,1.83,0.27,1.73,8.66,17.68,0.00,1829.55,2.25
Kilburn Engg.,522101,,Industrial Manufacturing,516.55,2502.06,424.46,101.00,23.79,23.79,40.10,5.19,,10.26,0.19,17.17,252.79,3.16,0.90
Krishna Institu.,543308,KIMS,Healthcare Services,763.85,30564.61,3035.10,782.90,25.79,25.79,81.04,14.30,19.91,8.52,1.20,19.02,130.60,42.70,1.07
L&T Finance Ltd,533519,LTF,Finance,213.51,53328.64,16399.41,9927.89,60.54,60.41,20.06,2.08,0.44,2.37,3.61,10.79,9911.02,16.56,0.60
Laxmipati Engg,537669,,Industrial Manufacturing,427.10,245.58,50.07,10.07,20.11,20.11,37.78,28.67,0.18,12.29,5.26,122.18,19.32,0.05,3.95
Lemon Tree Hotel,541233,LEMONTREE,Leisure Services,156.82,12424.01,1286.08,633.86,49.29,49.29,63.20,10.68,1.02,6.00,1.85,18.45,160.49,2.33,3.44
M & M,500520,M&M,Automobiles,3268.80,406484.70,159210.82,30518.19,19.17,19.17,31.44,5.28,1.16,5.51,1.67,18.05,56375.77,3718.47,1.04
M.V.K. Agro,,MVKAGRO,Agricultural Food & other Products,215.60,333.96,149.73,18.00,12.02,12.02,35.79,3.71,,3.37,1.18,10.95,102.19,6.07,0.00
Manorama Indust.,541974,MANORAMA,Food Products,1588.90,9472.08,770.84,191.05,24.78,24.78,84.53,20.50,1.27,13.02,1.04,28.05,756.72,18.56,1.98
Marico,531642,MARICO,Agricultural Food & other Products,720.60,93389.71,10831.00,2139.00,19.75,19.75,57.87,23.49,6.02,21.01,0.14,41.34,1677.00,208.00,3.28
MAS FINANC SER,540749,MASFIN,Finance,333.90,6058.73,1698.12,1240.98,73.08,74.27,18.69,2.32,0.75,2.89,3.51,14.13,927.58,3.63,4.72
Max Healthcare,543220,MAXHEALTH,Healthcare Services,1255.40,122043.31,7028.46,1848.80,26.30,26.30,107.85,13.01,4.78,8.32,0.32,12.72,21.48,82.01,4.48
Meghna Infracon,538668,,Realty,580.05,1260.09,39.88,11.34,28.44,28.44,136.37,57.32,,34.74,0.15,52.56,11.51,0.35,3.65
Monika Alcobev,544451,,Beverages,288.00,617.76,236.14,46.46,19.67,19.67,27.93,,0.21,8.19,1.81,28.63,250.14,3.53,0.67
Moving Media,,MMEL,Commercial Services & Supplies,74.85,140.77,37.06,28.63,77.25,77.25,13.54,,,16.34,1.05,40.74,23.38,0.00,4.35
MRF,500290,MRF,Auto Components,149915.00,63581.10,28152.50,4094.65,14.54,14.54,34.03,3.44,0.68,6.62,0.20,10.62,3664.83,405.67,2.02
Muthoot Finance,533398,MUTHOOTFIN,Finance,2690.00,107995.02,20214.17,14683.97,72.64,72.64,20.25,3.68,2.05,4.67,3.38,19.58,5542.14,110.32,0.48
Navin Fluo.Intl.,532504,NAVINFLUOR,Chemicals & Petrochemicals,5053.30,25872.11,2349.38,533.72,22.72,22.72,89.65,9.54,29.30,6.27,0.56,11.52,602.14,43.73,1.58
NESCO,505355,NESCO,Commercial Services & Supplies,1276.80,8996.33,732.01,437.76,59.80,59.80,23.09,3.42,0.87,13.76,0.00,15.82,-27.57,113.66,3.71
Nippon Life Ind.,540767,NAM-INDIA,Capital Markets,845.95,53747.83,2518.21,1729.15,68.67,68.67,41.78,12.74,2.09,28.44,0.02,31.39,225.68,2.51,3.61
Osiajee Texfab,540198,,Textiles & Apparels,291.80,157.57,7.09,5.01,70.66,70.66,31.51,10.53,0.34,28.96,0.13,40.11,5.00,0.03,3.06
Oswal Pumps,544418,OSWALPUMPS,Industrial Products,769.40,8769.42,1430.31,419.85,29.35,29.35,31.25,,0.20,35.48,0.72,87.47,659.37,2.62,1.55
P & G Health Ltd,500126,PGHL,Pharmaceuticals & Biotechnology,5932.50,9847.58,1218.05,366.64,30.10,26.62,37.87,18.34,5.58,22.76,0.01,33.46,313.89,-7.71,3.93
Powergrid Infra.,543290,PGINVIT,Power,93.49,8507.58,1266.49,1685.91,133.12,133.12,7.26,1.10,0.20,11.62,0.14,15.36,890.80,38.56,3.21
Pramara Promotio,,PRAMARA,Media,204.00,184.31,86.42,12.49,14.45,14.45,31.24,2.96,0.49,6.65,0.55,12.39,87.73,1.17,1.69
Purple United,,PURPLEUTED,Textiles & Apparels,374.55,359.94,103.13,20.70,20.07,20.07,34.38,5.95,0.43,11.62,0.68,26.89,91.92,0.03,3.96
R M Drip & Sprin,,RMDRIP,Industrial Products,610.00,1523.78,130.34,35.71,27.40,27.40,63.68,19.06,0.32,21.79,0.32,39.70,85.14,0.66,0.00
Radico Khaitan,532497,RADICO,Beverages,2762.10,36975.55,4842.64,674.17,13.92,13.92,107.13,13.73,9.70,7.98,0.28,13.62,1516.35,4.85,1.00
Rainbow Foundat.,531694,,Realty,116.52,578.15,156.13,39.51,25.31,25.31,72.18,7.21,0.39,1.18,3.31,10.51,338.23,0.95,0.00
Royal Orch.Hotel,532699,ROHLTD,Leisure Services,435.50,1194.37,319.47,73.07,22.87,22.87,25.28,5.17,0.21,9.42,0.96,22.41,54.51,23.71,2.56
RRPSemiconductor,504346,,Finance,2832.95,3859.61,31.59,11.33,35.87,35.87,456.22,228.38,1.15,43.08,0.71,196.29,28.94,0.36,0.00
Sai Life,544306,SAILIFE,Pharmaceuticals & Biotechnology,815.35,17020.70,1642.05,390.44,23.78,23.78,98.12,7.84,0.41,6.45,0.13,10.92,946.96,37.34,2.97
SBFC Finance,543959,SBFC,Finance,118.57,12910.15,1305.12,895.65,68.63,68.63,37.36,4.04,0.50,4.41,1.65,11.58,315.95,0.46,1.60
Schaeffler India,505790,SCHAEFFLER,Auto Components,4215.80,65894.50,8337.09,1533.96,18.40,18.18,64.89,12.24,4.10,14.85,0.01,19.17,2754.11,125.87,3.64
Schloss Bangal.,544408,THELEELA,Leisure Services,465.40,15542.40,1300.57,594.97,45.75,45.75,324.68,,,0.62,1.16,13.09,344.45,105.98,1.94
Schneider Elect.,534139,SCHNEIDER,Electrical Equipment,937.95,22426.38,2636.71,382.77,14.52,14.52,88.12,39.91,0.85,14.48,0.93,65.80,570.50,42.22,0.72
Sh.Pushkar Chem.,539334,SHREEPUSHK,Chemicals & Petrochemicals,367.15,1187.28,806.28,83.90,10.41,10.41,20.25,2.20,8.84,7.44,0.19,11.58,290.36,10.77,4.59
Sharda Cropchem,538666,SHARDACROP,Fertilizers & Agrochemicals,883.10,7967.37,4319.85,614.98,14.24,14.24,26.65,3.19,-5.38,6.84,0.00,12.62,1314.09,59.51,4.63
Shri Ahimsa,,SHRIAHIMSA,Food Products,189.15,441.29,95.81,30.41,31.74,31.74,20.09,,0.81,14.84,0.00,18.42,105.65,1.92,1.74
Simplex Castings,513472,,Industrial Products,398.80,287.07,171.88,31.08,18.08,18.08,18.97,5.07,0.16,9.19,1.36,33.69,81.19,1.34,2.73
Sirca Paints,543686,SIRCA,Consumer Durables,418.45,2293.47,374.00,67.44,18.03,18.03,46.71,6.56,2.28,12.25,0.00,14.92,220.26,5.16,2.69
SML ISUZU,505192,SMLISUZU,"Agricultural, Commercial & Construction Vehicles",4039.20,5844.72,2498.22,258.02,10.33,9.75,41.09,15.28,0.86,9.69,0.85,36.41,393.60,7.52,0.36
Sobhagya Mercant,512014,,Commercial Services & Supplies,562.15,472.21,160.40,25.53,15.92,15.92,30.41,5.91,2.47,11.97,0.08,24.43,81.87,0.00,1.36
SRF,503806,SRF,Chemicals & Petrochemicals,3193.00,94648.45,15047.57,2944.86,19.57,18.50,66.15,7.50,-5.16,5.95,0.37,10.37,2683.74,136.58,3.97
Steelcast,513517,STEELCAS,Industrial Products,1217.00,2463.21,376.17,106.26,28.25,28.25,34.14,7.56,1.15,20.24,0.00,24.24,126.80,4.45,4.62
Strides Pharma,532531,STAR,Pharmaceuticals & Biotechnology,918.90,8468.83,4565.34,802.82,17.59,17.59,2.40,3.32,0.02,60.15,0.74,150.67,1694.82,3313.32,3.88
String Metaverse,534535,,IT - Services,292.25,3402.73,407.36,41.24,10.12,10.12,96.53,35.06,,25.16,0.00,25.97,22.08,0.86,0.05
Synergy Green,541929,SGIL,Industrial Products,561.80,873.21,362.27,52.29,14.43,14.43,51.70,8.11,0.38,6.26,1.45,21.88,105.36,1.41,2.75
Tejas Cargo,,TEJASCARGO,Transport Services,250.00,597.32,501.15,96.73,19.30,19.30,31.24,3.45,0.38,6.42,0.92,16.72,138.92,6.94,2.34
Thyrocare Tech.,539871,THYROCARE,Healthcare Services,1205.50,6388.48,723.47,204.41,28.25,27.59,60.71,11.68,-3.32,12.86,0.05,16.01,86.28,16.11,1.18
Tilaknagar Inds.,507205,TI,Beverages,473.25,9172.24,1434.15,254.88,17.77,17.77,39.95,10.39,0.43,20.44,0.05,29.89,512.43,17.57,3.02
Torrent Pharma.,500420,TORNTPHARM,Pharmaceuticals & Biotechnology,3553.70,120267.95,11516.09,3720.99,32.31,32.31,62.78,15.84,2.96,13.26,0.42,26.52,2657.88,-0.94,1.03
Transteel Seatin,,TRANSTEEL,Consumer Durables,144.60,291.78,88.65,22.04,24.86,24.86,23.03,2.91,0.23,8.32,0.38,14.23,87.11,0.28,1.70
Travel Food,544443,TRAVELFOOD,Leisure Services,1170.50,15413.08,1687.74,554.12,32.83,32.83,42.52,,0.14,21.49,0.32,39.10,-127.32,122.22,1.47
UTI AMC,543238,UTIAMC,Capital Markets,1469.80,18824.30,1851.09,1101.86,59.52,59.52,25.73,4.09,2.33,14.79,0.00,16.28,246.19,8.56,1.68
Vaidya Sane,,MADHAVBAUG,Healthcare Equipment & Supplies,184.65,194.13,89.85,13.49,15.01,15.01,24.24,3.10,,10.85,0.02,13.56,20.52,0.66,0.08
Vintage Coffee,538920,VINCOFE,Commercial Services & Supplies,150.97,1921.60,366.46,63.32,17.28,17.17,38.56,6.26,0.53,11.52,0.27,17.11,197.17,4.62,3.78
Vinyas Innovativ,,VINYAS,Industrial Manufacturing,1384.90,1742.86,396.64,40.84,10.30,10.30,89.75,11.86,0.53,6.08,0.71,14.12,209.48,3.52,3.83
Vishal Mega Mart,544307,VMM,Retailing,140.93,65692.70,10716.35,1530.18,14.28,14.28,103.95,10.12,2.21,6.83,0.27,10.51,1276.32,58.56,1.74
Voler Car,,VOLERCAR,Transport Services,162.25,180.80,42.40,4.77,11.25,11.25,41.37,4.88,0.59,16.11,0.00,21.80,36.46,0.75,0.22
VRL Logistics,539118,VRLLOG,Transport Services,624.85,5465.47,3160.95,573.83,18.15,18.15,30.86,5.04,7.53,7.38,1.13,17.44,114.62,25.46,4.01
