Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Down from 52w high
Fiem Industries,532768,FIEMIND,Auto Components,2016.60,5307.62,2422.61,322.19,13.30,13.30,26.28,5.11,1.20,15.29,0.02,20.99,492.25,19.87,1.87
Foce India,,FOCE,Consumer Durables,1971.00,964.40,104.25,18.35,17.60,17.60,66.97,12.24,,11.08,0.38,20.11,36.19,0.39,0.00
Force Motors,500033,FORCEMOT,Automobiles,16842.00,22191.46,8071.73,1092.72,13.54,13.54,40.58,7.32,0.87,11.46,0.01,20.68,871.21,451.65,4.44
Fredun Pharma,539730,,Pharmaceuticals & Biotechnology,944.60,446.01,456.27,55.10,12.08,12.08,21.43,3.15,0.35,5.24,1.18,15.83,257.00,0.00,4.00
Gallantt Ispat L,532726,GALLANTT,Industrial Products,591.20,14264.53,4292.73,694.43,16.18,16.18,35.60,5.02,0.46,11.99,0.13,15.14,1241.44,15.62,3.08
Garuda Cons,544271,GARUDA,Construction,150.10,1396.56,225.03,66.45,29.53,29.53,28.04,4.21,0.27,15.70,0.00,22.09,294.43,1.73,2.34
Garware Tech.,509557,GARFIBRES,Textiles & Apparels,945.55,9386.08,1540.11,318.76,20.70,20.70,40.54,7.56,3.79,13.13,0.05,18.71,457.55,38.07,4.14
GHV Infra,505504,,Construction,1246.25,1796.47,184.88,24.93,13.48,13.48,104.75,42.19,,15.49,0.73,82.12,15.11,0.00,0.00
Grand Continent,,GCHOTELS,Leisure Services,170.90,425.87,72.62,19.18,26.41,26.41,40.03,3.99,,10.02,0.10,15.56,41.13,0.62,2.48
GSM Foils,,GSMFOILS,Industrial Products,193.85,248.35,133.80,15.20,11.36,11.36,25.74,7.95,,23.72,0.57,45.66,43.74,0.02,1.05
GTV Engineering,539479,,Industrial Manufacturing,1205.45,376.57,102.77,16.17,15.73,15.73,34.08,7.97,0.50,15.02,0.24,26.42,35.66,0.18,1.16
Guj. Themis Bio.,506879,GUJTHEM,Pharmaceuticals & Biotechnology,371.25,4045.34,150.80,68.84,45.65,45.65,82.95,16.29,5.13,18.67,0.12,21.69,32.24,2.43,4.81
Hawkins Cookers,508486,,Consumer Durables,9686.30,5124.05,1115.76,154.53,13.85,13.85,44.68,13.36,4.65,20.66,0.06,32.00,287.97,13.53,2.16
Iconik Sports,511260,,Finance,52.58,177.94,12.71,3.48,27.38,27.38,68.44,2.79,0.34,9.49,0.00,15.03,6.37,0.00,0.00
INDIA SHELTE FIN,544044,INDIASHLTR,Finance,972.25,10501.03,1164.51,845.18,72.58,72.58,27.84,3.88,0.54,5.57,1.84,15.07,453.51,10.15,1.02
Indogulf Cropsci,544432,IGCL,Fertilizers & Agrochemicals,115.81,732.20,552.73,59.53,10.77,10.77,23.30,,,5.96,0.67,14.41,311.60,-1.65,4.68
Indosolar,533257,WAAREEINDO,Electrical Equipment,256.03,1065.18,323.91,95.05,29.34,29.34,19.44,26.36,0.36,28.03,1.24,420.74,-14.88,0.84,0.00
Integra Engg.,505358,,Industrial Manufacturing,273.00,938.99,176.25,35.39,20.08,18.98,45.52,9.85,1.74,13.08,0.41,21.48,72.91,0.87,2.15
Intellect Design,538835,INTELLECT,IT - Software,1197.70,16650.43,2500.00,530.80,21.23,21.23,50.06,5.97,0.39,9.26,0.03,12.73,841.95,77.03,4.57
Karnika Industri,,KARNIKA,Textiles & Apparels,699.95,867.90,172.55,26.03,15.09,15.09,48.14,12.22,,13.14,0.85,29.05,114.80,3.73,2.09
Karur Vysya Bank,590003,KARURVYSYA,Banks,270.50,21780.35,9678.04,6179.30,63.85,63.85,11.22,1.83,0.22,1.73,8.66,17.68,0.00,1829.55,2.54
Kilburn Engg.,522101,,Industrial Manufacturing,487.80,2362.80,424.46,101.00,23.79,23.79,37.87,4.90,,10.26,0.19,17.17,252.79,3.16,4.56
Kwality Pharma,539997,,Pharmaceuticals & Biotechnology,1184.80,1229.37,370.20,80.39,21.72,21.72,30.88,4.66,0.83,9.46,0.43,16.31,211.60,1.92,4.06
L T Foods,532783,LTFOODS,Agricultural Food & other Products,509.05,17676.91,8681.47,978.27,11.27,11.27,29.20,4.59,1.10,9.09,0.33,16.76,3330.46,117.09,1.83
Laxmipati Engg,537669,,Industrial Manufacturing,435.80,250.59,50.07,10.07,20.11,20.11,38.55,29.25,1.25,12.29,5.26,122.18,19.32,0.05,1.99
Lemon Tree Hotel,541233,LEMONTREE,Leisure Services,155.00,12279.82,1286.08,633.86,49.29,49.29,62.47,10.55,0.30,6.00,1.85,18.45,160.49,2.33,4.56
Lumax Auto Tech.,532796,LUMAXTECH,Auto Components,1153.10,7859.26,3636.67,464.76,12.78,12.78,44.21,8.41,1.76,7.85,0.97,20.62,626.58,51.03,4.62
M.V.K. Agro,,MVKAGRO,Agricultural Food & other Products,199.30,308.72,149.73,18.00,12.02,12.02,33.09,3.43,,3.37,1.18,10.95,102.19,6.07,0.00
Manorama Indust.,541974,MANORAMA,Food Products,1592.80,9495.33,770.84,191.05,24.78,24.78,84.74,20.55,2.27,13.02,1.04,28.05,756.72,18.56,1.56
Marathon Nextgen,503101,MARATHON,Realty,761.20,5132.05,580.14,173.05,29.83,29.83,27.51,3.28,0.54,8.79,0.47,17.09,767.03,96.27,1.72
MAS FINANC SER,540749,MASFIN,Finance,343.45,6232.02,1595.97,1185.23,74.26,74.26,20.08,2.39,1.57,2.89,3.51,14.14,927.58,4.18,2.00
Meghna Infracon,538668,,Realty,583.05,1266.60,39.88,11.34,28.44,28.44,137.08,57.61,,34.74,0.15,52.56,11.51,0.35,3.15
NDR Auto Compon.,543214,NDRAUTO,Auto Components,1148.30,2731.27,712.78,73.31,10.29,10.29,51.55,9.04,0.99,12.01,0.11,19.06,63.83,13.94,3.61
Neetu Yoshi,544434,,Industrial Products,142.21,551.95,47.33,17.12,36.17,36.17,43.91,,,47.35,0.88,99.33,13.60,0.12,3.72
NESCO,505355,NESCO,Commercial Services & Supplies,1281.60,9030.15,732.01,437.76,59.80,59.80,23.17,3.43,2.15,13.76,0.00,15.82,-27.57,113.66,3.35
OBSC Perfection,,OBSCP,Auto Components,308.00,753.13,142.79,25.39,17.78,17.78,44.94,7.24,,13.68,0.26,25.00,58.13,2.41,0.68
OCCL,544278,OCCLLTD,Chemicals & Petrochemicals,142.53,711.94,306.73,53.01,17.28,17.28,33.16,1.80,,8.03,0.16,10.84,93.99,2.00,2.97
Osiajee Texfab,540198,,Textiles & Apparels,294.70,159.14,7.09,5.01,70.66,70.66,31.83,10.63,,28.96,0.13,40.11,5.00,0.03,2.09
P & G Health Ltd,500126,PGHL,Pharmaceuticals & Biotechnology,5874.00,9750.48,1218.05,366.64,30.10,26.62,37.49,18.16,-1.58,22.76,0.01,33.46,313.89,-7.71,4.88
Pradeep Metals,513532,,Auto Components,353.70,610.84,311.86,47.14,15.12,15.12,22.48,4.45,1.03,10.71,0.52,21.64,103.53,5.20,1.61
Pramara Promotio,,PRAMARA,Media,202.30,182.78,86.42,12.49,14.45,14.45,30.98,2.93,1.10,6.65,0.55,12.39,87.73,1.17,2.51
Purple United,,PURPLEUTED,Textiles & Apparels,385.50,370.46,103.13,20.70,20.07,20.07,35.38,6.12,,11.62,0.68,26.89,91.92,0.03,0.00
Quality Power El,544367,QPOWER,Electrical Equipment,865.55,6703.17,336.65,65.34,19.41,19.41,99.86,15.80,,17.33,0.02,23.24,365.65,54.07,2.75
R M Drip & Sprin,,RMDRIP,Industrial Products,589.60,1472.82,130.34,35.71,27.40,27.40,61.55,18.43,1.15,21.79,0.32,39.70,85.14,0.66,1.73
Rainbow Foundat.,531694,,Realty,107.66,534.19,156.13,39.51,25.31,25.31,66.69,6.66,1.84,1.18,3.31,10.51,338.23,0.95,0.00
Royal Orch.Hotel,532699,ROHLTD,Leisure Services,414.05,1135.54,319.47,73.07,22.87,22.87,24.04,4.92,0.42,9.42,0.96,22.41,54.51,23.71,3.60
RRPSemiconductor,504346,,Finance,2617.35,3565.88,31.59,11.33,35.87,35.87,421.50,211.00,2.35,43.08,0.71,196.29,28.94,0.36,0.00
Safe Enterprises,,SAFEENTP,Consumer Durables,212.35,989.65,138.31,49.44,35.75,35.75,25.25,,,50.13,0.00,77.55,39.53,1.42,2.99
Sai Life,544306,SAILIFE,Pharmaceuticals & Biotechnology,823.30,17186.66,1642.05,390.44,23.78,23.78,99.08,7.92,5.93,6.45,0.13,10.92,946.96,37.34,2.03
SBFC Finance,543959,SBFC,Finance,117.59,12803.45,1305.12,895.65,68.63,68.63,37.05,4.00,0.64,4.41,1.65,11.58,315.95,0.46,2.41
Schloss Bangal.,544408,THELEELA,Leisure Services,451.60,15081.54,1300.57,594.97,45.75,45.75,315.05,,,0.62,1.16,13.09,344.45,105.98,1.59
Schneider Elect.,534139,SCHNEIDER,Electrical Equipment,903.70,21607.47,2636.71,382.77,14.52,14.52,84.90,38.46,1.44,14.48,0.93,65.80,570.50,42.22,1.77
Shri Techtex,,SHRITECH,Industrial Products,92.00,229.54,82.67,20.94,25.33,25.33,15.65,2.33,0.58,13.63,0.11,16.08,51.52,4.10,3.66
Sirca Paints,543686,SIRCA,Consumer Durables,422.35,2314.85,374.00,67.44,18.03,18.03,47.15,6.62,3.20,12.25,0.00,14.92,220.26,5.16,1.78
Sobhagya Mercant,512014,,Commercial Services & Supplies,558.70,469.31,160.40,25.53,15.92,15.92,30.22,5.87,1.41,11.97,0.08,24.43,81.87,0.00,1.97
SRM Contractors,544158,SRM,Construction,510.10,1170.38,526.59,81.25,15.43,15.43,23.33,4.39,0.34,16.04,0.15,25.63,228.90,6.67,2.45
Steelcast,513517,STEELCAS,Industrial Products,1186.10,2400.67,376.17,106.26,28.25,28.25,33.27,7.37,0.60,20.24,0.00,24.24,126.80,4.45,4.68
String Metaverse,534535,,IT - Services,278.50,3242.64,407.36,41.24,10.12,10.12,91.99,33.41,0.75,25.16,0.00,25.97,22.08,0.86,0.20
Sudarshan Chem.,506655,SUDARSCHEM,Chemicals & Petrochemicals,1260.60,9904.90,2760.39,373.13,13.52,12.54,69.46,7.20,10.05,4.72,0.46,11.30,746.47,-26.04,4.14
Tanfac Inds.,506854,,Chemicals & Petrochemicals,4881.65,4869.45,637.64,142.19,22.30,23.14,50.62,15.61,1.30,24.24,0.13,32.50,180.16,2.60,1.61
Tankup Engi.,,TANKUP,,386.95,204.89,20.30,2.50,12.32,12.32,134.80,,,9.53,1.42,29.40,14.19,0.17,0.00
Thyrocare Tech.,539871,THYROCARE,Healthcare Services,1161.15,6153.45,687.35,189.61,27.59,27.59,71.61,11.25,-87.33,12.86,0.05,16.01,86.28,14.83,4.03
Transrail Light,544317,TRANSRAILL,Electrical Equipment,779.95,10471.30,5307.75,673.36,12.69,12.69,32.06,5.57,1.20,6.02,0.35,21.63,1929.24,47.99,2.00
Transteel Seatin,,TRANSTEEL,Consumer Durables,138.35,279.17,88.65,22.04,24.86,24.86,22.03,2.79,,8.32,0.38,14.23,87.11,0.28,1.07
Travel Food,544443,TRAVELFOOD,Leisure Services,1101.80,14508.45,1687.74,554.12,32.83,32.83,40.03,,,21.49,0.32,39.10,-127.32,122.22,2.50
UTI AMC,543238,UTIAMC,Capital Markets,1425.10,18251.81,1851.09,1101.86,59.52,59.52,24.94,3.97,1.14,14.79,0.00,16.28,246.19,8.56,1.73
Vaidya Sane,,MADHAVBAUG,Healthcare Equipment & Supplies,179.50,188.72,89.85,13.49,15.01,15.01,23.56,3.02,,10.85,0.02,13.56,20.52,0.66,0.03
Vintage Coffee,538920,VINCOFE,Commercial Services & Supplies,142.66,1815.83,308.52,52.98,17.17,17.17,45.23,5.92,,11.52,0.27,17.11,197.17,4.00,4.22
Vinyas Innovativ,,VINYAS,Industrial Manufacturing,1346.90,1695.04,396.64,40.84,10.30,10.30,87.28,11.53,1.23,6.08,0.71,14.12,209.48,3.52,2.88
VRL Logistics,539118,VRLLOG,Transport Services,644.55,5637.78,3160.95,573.83,18.15,18.15,31.84,5.20,2.32,7.38,1.13,17.44,114.62,25.46,0.77
VTM,532893,,Textiles & Apparels,121.00,1216.88,344.53,66.91,19.42,19.42,27.95,3.97,0.82,12.79,0.13,15.29,175.29,4.83,1.35
Yash Highvoltage,544310,,Electrical Equipment,587.40,1677.10,150.14,32.00,21.31,21.31,78.33,11.37,1.57,15.68,0.15,22.57,106.39,2.01,4.80
