Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Edvenswa Enter,517170,,IT - Software,44.89,131.14,119.47,15.89,13.30,13.30,11.19,1.03,0.18,11.24,0.00,12.99,63.30,-0.03,9.97,3.04,0.00,14.16,0.00,0.00,0.00,55.02
Electrost.Cast.,500128,ELECTCAST,Industrial Products,115.35,7130.86,7319.97,1035.77,14.15,14.15,10.10,1.25,0.37,7.55,0.37,13.03,3734.75,123.11,1482.74,556.52,2463.97,11.06,-0.42,0.21,2.09,51.26
Energy-Mission,,EMMIL,Industrial Manufacturing,217.20,246.00,150.49,21.27,14.13,14.13,19.58,2.89,0.35,10.50,0.29,21.05,68.53,0.46,17.01,14.18,69.52,6.91,2.34,-0.06,1.30,62.65
G M Polyplast,543239,,Industrial Products,83.53,112.42,96.16,11.70,12.17,12.17,15.11,2.87,0.71,16.52,0.02,20.97,32.30,0.08,21.12,4.31,13.75,9.84,0.00,0.00,0.08,57.16
Gem Enviro,544199,,Other Utilities,68.25,153.92,59.20,7.35,12.42,12.42,25.27,3.15,-3.89,12.12,0.00,14.67,46.59,0.83,29.21,9.09,6.58,5.53,-0.94,-0.01,0.00,75.53
Gensol Engineer.,542851,GENSOL,Electrical Equipment,48.72,185.15,1451.84,329.58,22.70,23.86,2.14,0.31,0.01,3.16,2.33,20.10,764.10,3.86,308.51,167.81,3.88,22.62,0.14,4.25,4.66,95.36
Geojit Fin. Ser.,532285,GEOJITFSL,Capital Markets,74.40,2075.95,720.00,256.35,35.60,38.09,13.72,1.84,3.80,8.50,0.13,16.83,725.61,1.43,114.51,48.44,0.00,18.63,0.67,0.11,0.69,53.32
HP Adhesives,543433,HPAL,Chemicals & Petrochemicals,49.29,452.86,251.25,25.56,10.17,10.17,25.38,2.46,0.58,8.39,0.04,10.11,111.02,4.48,41.78,22.95,56.15,5.42,-1.48,-0.12,0.30,54.15
Indian Emuls,,IEML,Chemicals & Petrochemicals,148.00,180.89,101.23,19.62,19.38,19.38,13.60,2.19,0.02,14.67,0.31,24.08,66.49,1.43,30.61,6.41,36.41,9.05,-1.13,-1.27,1.36,63.55
Indo Tech.Trans.,532717,INDOTECH,Electrical Equipment,1844.10,1958.47,611.78,84.62,13.83,13.83,30.65,6.92,0.42,15.50,0.03,25.66,218.09,16.45,122.56,62.30,137.26,5.28,-0.25,-0.08,0.08,51.38
Indo US Bio-Tech,541304,INDOUS,Agricultural Food & other Products,169.90,340.69,103.84,18.94,18.24,18.24,20.93,4.34,0.46,17.85,0.19,23.03,82.29,0.18,15.00,1.16,70.68,5.02,0.00,0.00,0.82,56.26
Insolation Ener,543620,,Power,233.05,5135.10,1269.56,159.92,12.60,12.60,42.07,11.71,0.26,42.22,0.06,49.87,357.59,2.77,32.12,14.66,22.46,3.11,0.27,-0.42,0.16,50.94
Jai Balaji Inds.,532976,JAIBALAJI,Ferrous Metals,114.30,10427.48,6350.80,866.78,13.65,13.65,18.62,4.92,0.15,15.40,0.26,30.75,824.47,67.66,430.28,713.59,1248.21,7.38,0.00,0.07,0.66,52.37
Kabra Jewels,,KKJEWELS,Consumer Durables,110.05,115.41,210.88,26.60,12.61,12.61,10.12,1.44,0.36,6.92,1.19,20.50,161.84,0.33,2.18,7.66,150.24,12.92,,,3.74,58.47
Kamdhenu,532741,KAMDHENU,Industrial Products,29.60,832.93,747.49,75.42,10.09,10.09,13.69,2.63,0.43,18.66,0.00,21.99,239.08,10.46,44.67,27.26,17.15,10.00,0.32,-1.32,0.02,56.02
Kaycee Inds.,504084,,Electrical Equipment,1294.00,410.66,53.20,8.63,16.22,16.22,69.84,14.17,1.49,15.59,0.13,22.25,17.18,0.74,16.24,5.74,3.74,1.98,0.00,0.00,0.44,73.58
Kody Technolab,,KODYTECH,IT - Software,725.10,924.32,71.77,24.93,34.74,34.74,52.46,11.69,0.26,22.82,0.17,30.32,29.28,1.25,34.78,10.00,6.67,2.59,0.06,0.03,0.53,65.21
Lakshya Powertec,,LAKSHYA,,140.60,141.79,160.10,22.64,14.14,14.14,8.95,1.49,0.06,13.54,0.27,25.05,112.39,1.20,67.18,22.63,39.96,13.96,-3.83,-4.27,1.09,62.70
Lorenzini Appar.,540952,LAL,Textiles & Apparels,11.63,200.90,63.42,7.78,12.27,12.27,34.40,4.23,0.13,8.66,0.20,15.88,54.17,3.42,11.45,7.42,40.48,4.16,0.00,-0.07,1.08,67.60
Markolines Pavem,543364,,Construction,128.90,283.64,300.49,37.70,12.55,12.55,12.59,1.61,0.42,7.85,0.36,16.20,185.05,6.22,176.51,42.91,7.96,10.64,0.00,0.00,1.71,53.62
Maruti Interior,543464,,Consumer Durables,101.95,153.95,43.68,8.31,19.02,19.02,31.94,4.30,1.85,10.64,0.22,14.45,19.03,0.19,11.89,4.50,8.93,4.37,0.00,0.00,1.09,55.58
Maxposure,,MAXPOSURE,Entertainment,60.05,136.55,53.90,10.88,20.19,20.19,16.29,2.11,0.07,10.86,0.12,13.87,25.12,1.38,15.40,2.29,0.38,8.42,-0.32,-2.70,0.68,56.80
Mehai Technology,540730,,Commercial Services & Supplies,14.40,498.81,119.46,13.25,11.09,11.09,66.69,4.59,0.33,7.49,0.39,10.63,62.65,0.13,34.27,1.07,17.18,2.37,0.00,0.00,3.00,57.66
Mishtann Foods,539594,,Food Products,6.32,681.06,1375.30,338.92,24.64,24.64,2.11,0.69,,36.46,0.05,44.10,987.38,0.13,1158.45,128.02,2.92,45.96,0.00,-1.37,0.14,63.82
Multibase India,526169,,Chemicals & Petrochemicals,270.90,341.85,70.75,14.78,20.89,20.89,23.36,4.35,0.72,12.57,0.00,13.75,67.35,6.06,10.10,4.79,13.91,6.74,0.00,0.00,0.00,56.43
Nephro Care,,NEPHROCARE,Healthcare Services,137.40,226.52,46.03,5.87,12.75,12.75,62.23,4.23,0.51,8.16,0.00,10.63,14.21,1.53,3.23,3.84,1.23,2.22,-1.17,-0.56,0.00,63.73
Newgen Software,540900,NEWGEN,IT - Software,854.00,12099.31,1492.82,373.52,25.02,25.30,38.12,8.00,1.61,16.52,0.04,22.50,719.84,70.41,556.68,50.47,0.00,3.42,0.33,-0.22,0.13,52.53
Nirman Agri,,NIRMAN,Agricultural Food & other Products,172.20,137.94,236.52,26.55,11.23,11.23,5.45,1.25,0.05,32.15,0.00,34.34,97.75,0.18,37.50,0.34,37.05,21.79,0.00,0.01,0.02,64.45
Owais Metal,,OWAIS,Ferrous Metals,515.00,936.39,213.41,65.90,30.88,30.88,18.80,8.40,,34.51,0.23,55.32,85.29,-2.45,90.33,41.31,41.01,6.79,-0.21,-0.12,0.39,67.16
Paisalo Digital,532900,PAISALO,Finance,32.49,2930.90,803.26,621.59,77.38,77.99,14.26,1.93,0.40,4.26,2.32,13.93,52.13,0.78,21.21,34.27,0.00,9.25,-0.43,-2.30,5.79,54.50
Par Drugs & Che.,,PAR,Pharmaceuticals & Biotechnology,110.18,135.57,100.97,19.50,19.31,19.31,10.14,1.37,0.77,12.09,0.00,14.47,38.29,2.15,16.71,10.89,6.11,16.25,0.00,0.00,0.00,68.38
PMC Fincorp,534060,,Finance,2.09,148.84,21.53,19.78,91.87,91.87,10.37,0.91,0.10,8.05,0.27,10.10,45.36,0.00,0.00,0.00,0.39,13.27,0.00,0.00,2.35,60.19
Power & Instrum.,543912,PIGL,Electrical Equipment,121.55,212.50,168.84,17.15,10.16,10.16,18.08,1.92,0.30,8.37,0.17,14.53,95.69,2.43,60.45,30.48,47.80,8.23,0.08,0.00,0.95,70.85
Pratham EPC,,PRATHAM,Construction,143.00,260.43,118.90,17.41,14.64,14.64,19.01,3.42,0.42,14.79,0.16,20.23,69.84,3.88,30.71,3.87,37.00,7.47,-0.02,-1.13,0.60,53.58
Quest Flow,543982,,Industrial Products,402.30,408.73,67.21,12.47,18.55,18.55,60.13,,,7.16,0.29,10.74,55.62,0.73,46.22,13.12,8.97,2.30,0.05,4.23,2.01,68.59
Rajeshwari Cans,543285,,Industrial Products,149.25,156.59,40.24,4.70,11.68,11.68,81.56,13.05,1.14,7.56,0.80,17.41,6.96,0.18,6.74,6.22,5.75,2.06,0.00,0.00,2.82,57.66
Rajoo Engineers,522257,RAJOOENG,Industrial Manufacturing,115.00,2054.77,287.86,58.03,20.16,18.37,43.11,11.56,1.17,13.82,0.00,26.30,95.67,5.95,15.09,30.03,130.36,2.89,0.00,-0.05,0.00,65.46
RBM Infracon,,RBMINFRA,Commercial Services & Supplies,467.15,471.96,321.75,42.95,13.35,13.35,16.01,3.35,0.11,11.48,0.08,24.93,127.67,0.78,67.27,47.84,69.13,8.53,0.00,0.01,0.28,55.47
Refractory Shap.,,REFRACTORY,Industrial Products,54.90,119.68,58.77,10.30,17.53,17.53,19.78,2.66,0.70,10.05,0.38,18.54,28.92,1.05,12.69,5.39,16.76,6.70,-0.15,0.37,1.92,77.63
Resgen,543805,,Petroleum Products,82.13,172.28,65.16,15.38,23.60,23.60,21.60,2.99,0.18,11.71,0.08,14.89,39.14,0.00,19.79,2.91,23.90,6.63,0.00,0.00,0.39,55.08
Revathi Equip,544246,RVTH,Industrial Manufacturing,1059.80,325.03,178.53,29.13,16.32,16.32,16.11,2.58,0.75,8.47,0.29,17.56,122.85,10.31,25.15,29.51,68.46,10.12,0.00,-0.04,0.98,71.12
RKEC Projects,,RKEC,Construction,66.30,159.02,399.02,51.46,12.90,12.90,7.94,0.86,0.17,4.01,1.04,11.22,277.93,6.85,168.60,120.01,196.58,16.00,0.00,-0.12,3.95,55.35
Rossell India,533168,ROSSELLIND,Agricultural Food & other Products,68.50,258.17,181.56,26.06,14.35,14.35,13.02,1.38,-2.29,7.51,0.45,10.87,37.86,3.51,0.18,4.82,9.13,7.42,0.00,0.00,3.44,62.73
Share India Sec.,540725,SHAREINDIA,Capital Markets,171.10,3744.14,1448.57,516.90,35.68,35.68,11.43,1.61,0.66,9.87,0.22,16.06,1935.41,20.93,33.66,413.29,0.00,27.30,-0.66,-0.90,0.99,50.38
Shivalic Power,,SPCL,Electrical Equipment,115.00,277.33,132.36,18.82,14.22,14.22,22.32,2.46,0.24,11.33,0.05,16.12,99.43,1.53,28.53,7.04,57.01,6.93,-0.34,-1.34,0.28,65.15
Shree Tirupati,,TIRUPATI,Industrial Products,490.00,496.37,208.30,24.67,11.84,11.84,34.54,5.39,1.28,8.05,0.97,16.94,137.26,3.85,48.60,9.80,66.22,4.41,0.00,0.00,3.46,50.99
Spright Agro,531205,,Commercial Services & Supplies,2.33,249.66,174.03,25.80,14.83,12.23,12.75,1.91,0.01,19.04,0.00,19.95,96.21,0.34,81.69,4.72,19.34,10.46,0.00,0.00,0.02,94.78
Srivari Spices &,,SSFL,Food Products,175.80,150.67,111.92,18.36,16.40,16.40,15.50,2.58,0.11,14.20,0.28,23.51,49.88,0.07,29.84,2.29,26.41,9.63,0.26,0.00,1.00,52.34
Starlineps Enter,540492,,Metals & Minerals Trading,6.56,170.13,73.35,7.37,10.05,10.05,25.84,5.16,0.15,15.89,0.00,22.26,24.94,1.44,5.20,18.78,23.91,5.51,0.00,0.00,0.00,78.82
Std. Capital Mkt,511700,,Finance,0.58,142.37,90.29,76.33,84.54,84.54,5.02,0.29,0.01,2.60,3.21,11.02,-225.18,10.49,0.00,0.00,0.00,6.85,0.00,0.00,13.18,66.28
Sterling Tools,530759,STERTOOLS,Auto Components,356.25,1289.08,1026.30,109.57,10.68,10.68,22.10,2.59,0.68,7.77,0.31,12.31,336.58,11.65,65.45,62.31,174.06,6.40,-2.15,-0.42,1.79,52.14
Subam Papers,544267,,Industrial Products,78.45,182.35,539.17,66.17,12.27,12.27,6.83,0.57,11.98,5.15,0.51,10.29,188.30,7.01,137.94,50.48,51.77,18.31,-1.40,-3.82,2.90,55.04
Suraj Estate,544054,SURAJEST,Realty,317.00,1514.43,549.09,202.65,36.91,36.91,15.09,1.72,0.27,6.60,0.51,14.12,1324.10,4.08,56.54,42.86,904.06,10.31,-0.54,-0.14,2.28,62.57
Suraj Products,518075,,Industrial Products,281.00,320.35,326.37,37.19,11.40,11.40,14.95,2.15,-4.76,11.62,0.14,15.31,91.39,0.53,14.11,3.88,42.81,9.37,0.00,0.00,0.71,58.52
Suratwwala Busi.,543218,SBGLP,Realty,44.72,775.52,32.24,13.29,41.22,41.22,72.27,11.32,1.67,7.76,0.88,16.98,82.67,1.91,1.84,12.17,103.46,1.77,0.00,-0.05,4.07,68.74
Suyog Gurbaxani,543391,,Construction,126.05,313.39,53.01,17.50,33.01,33.01,36.06,12.81,0.75,6.76,3.52,43.19,54.14,0.01,0.92,8.77,0.96,2.73,0.00,0.00,7.90,54.08
Suyog Telematics,537259,SUYOG,Telecom - Services,869.00,972.38,192.57,110.13,57.19,57.19,23.96,2.44,-35.76,6.90,0.53,11.61,142.68,8.95,63.02,17.10,7.98,6.27,-0.01,-0.02,2.93,55.87
Systematix Corp.,526506,,Capital Markets,125.55,1714.26,139.39,34.96,25.08,25.08,37.44,5.74,0.99,12.42,0.07,20.24,243.61,29.48,35.00,88.13,0.00,4.42,0.00,0.11,0.33,62.62
Taylormade Renew,541228,,Industrial Manufacturing,239.00,289.79,71.07,20.22,28.45,28.45,23.71,3.04,0.07,10.60,0.09,15.52,84.37,0.05,60.21,20.32,22.57,6.01,0.00,0.00,0.45,59.04
TBI Corn,,TBI,Agricultural Food & other Products,110.60,200.83,211.60,23.75,11.22,11.22,14.73,1.98,,9.68,0.64,18.90,142.73,2.11,45.53,12.02,70.33,8.78,-1.91,-1.27,2.74,67.94
Teerth Gopicon,,TGL,Construction,135.25,162.29,118.27,24.61,20.81,20.81,12.64,2.14,0.04,8.32,0.44,26.96,82.73,0.29,27.43,6.82,62.79,10.36,0.00,-0.21,1.64,82.53
Tejas Networks,540595,TEJASNET,Telecom -  Equipment & Accessories,602.10,10638.60,7562.42,892.13,11.80,14.10,60.64,2.83,0.56,4.79,0.89,12.77,4863.22,41.94,4443.85,1183.95,2367.19,3.91,-0.13,-0.94,6.20,58.76
Tinna Rubber,530475,TINNARUBR,Industrial Products,922.00,1661.06,505.35,76.17,15.07,15.07,33.72,8.83,0.78,15.10,0.76,32.22,86.35,7.69,41.23,46.91,63.17,4.13,4.84,0.02,1.79,52.69
Titan Biotech,524717,,Chemicals & Petrochemicals,446.00,368.56,156.45,25.43,16.25,16.25,17.14,2.42,-74.52,13.00,0.02,15.01,63.68,3.91,18.82,5.22,50.72,6.84,0.02,0.00,0.11,56.18
Trident Techlabs,,TECHLABS,IT - Software,478.40,826.72,76.57,18.70,24.42,24.42,71.88,14.24,0.44,12.10,0.22,21.98,60.26,0.73,63.36,11.60,2.32,2.22,-3.25,0.02,0.70,71.35
Trust Fintech,,TRUST,IT - Software,61.15,145.69,31.26,9.79,31.32,31.32,16.19,1.31,0.18,10.55,0.00,11.57,73.70,4.37,15.18,1.47,2.06,9.10,-0.67,-0.44,0.00,79.66
Unicommerce,544227,UNIECOM,IT - Software,123.50,1275.30,134.79,26.48,19.65,19.65,72.36,18.23,,10.45,0.11,25.34,-82.02,5.41,13.64,20.23,0.00,1.91,-1.39,-0.27,0.31,53.22
Urban Enviro,,URBAN,Other Utilities,169.70,146.95,141.05,25.05,17.76,17.76,14.32,4.62,0.16,13.13,0.85,38.35,34.04,0.47,41.28,4.13,0.00,10.02,0.00,-0.04,1.55,51.18
Vertoz,,VERTOZ,Media,89.89,766.08,255.20,36.44,14.28,14.28,29.85,4.01,0.49,11.36,0.11,14.71,119.79,6.98,61.09,31.81,0.00,3.84,0.00,-0.28,0.70,76.65
Vishnusurya Pro.,,VISHNUINFR,Other Construction Materials,176.75,434.97,270.63,48.79,18.03,18.03,14.86,2.74,0.26,13.10,0.35,20.23,88.16,0.76,43.94,20.92,4.45,9.00,0.00,-0.01,1.27,57.31
Vuenow Infratech,531997,,Industrial Manufacturing,59.99,139.21,41.75,10.06,24.10,19.48,20.77,12.67,0.06,18.49,0.45,123.67,8.44,0.00,20.45,28.24,5.65,7.20,0.00,0.00,0.53,69.54
Zenith Drugs,,ZENITHDRUG,Pharmaceuticals & Biotechnology,70.50,120.90,133.32,13.58,10.19,10.19,16.31,1.74,0.51,5.01,0.70,11.26,71.65,2.36,60.58,40.18,39.61,7.77,0.00,-0.36,3.67,54.34
